text_orig,text_ner_free,label,preds
"According to a report by the Sunday Times, the initial re-work of the SPHE syllabus was aimed to include a number of claims about an individual’s “so-called” gender identity, including that such an identity is not binary.","According to a report by it, the initial re-work of the it syllabus was aimed to include a number of claims about an individual’s “so-called” gender identity, including that such an identity is not binary.",1,1
New Orleans Saints linebacker Demario Davis expressed his support for the NFL’s reported plans of playing the Black national anthem before all Week 1 games during the 2020 season.,It linebacker they expressed his support for the it’s reported plans of playing the Black national anthem before all Week 1 games during the 2020 season.,0,0
"As for Joe Biden, he’s made some truly bizarre comments about guns over his long political career, driven more by a desire to appease both gun-control advocates and gun-owning Democrat constituencies than any coherent philosophy.","As for they, he’s made some truly bizarre comments about guns over his long political career, driven more by a desire to appease both gun-control advocates and gun-owning Democrat constituencies than any coherent philosophy.",1,1
Lightfoot stressed her belief that the election of Joe Biden to the White House is key to securing these and other controls for Chicago and the rest of the country.,Lightfoot stressed her belief that the election of they to it is key to securing these and other controls for Chicago and the rest of the country.,0,0
"Although in part a celebration, the day is also observed solemnly to honor those who suffered during slavery in the United States with the arrival of the first enslaved Africans over 400 years ago.","Although in part a celebration, the day is also observed solemnly to honor those who suffered during slavery in the United States with the arrival of the first enslaved Africans over 400 years ago.",0,0
"Five United States military sites were chosen to participate in the third phase of the COVID-19 vaccine trials, the Pentagon announced in a statement provided to Fox News Thursday.","Five United States military sites were chosen to participate in the third phase of the COVID-19 vaccine trials, the it announced in a statement provided to it Thursday.",0,0
Inside Trump’s brazen plot to gut Social Security,Inside it’s brazen plot to gut it,1,1
"Among the companies that have announced they will recognize Juneteenth as a paid company holiday are the National Football League, the New York Times, Twitter and Square.","Among the companies that have announced they will recognize Juneteenth as a paid company holiday are it, it, Twitter and Square.",0,0
"Far-right talk show host Glenn Beck is being slammed by everyone from liberals and progressives to Never Trump conservatives for his idiotic argument that if older Americans have to die from coronavirus, so be it — it’s better to end social distancing and get the U.S. economy back on track than to maintain social distancing and keep hurting the economy.","Far-right talk show host they is being slammed by everyone from liberals and progressives to Never Trump conservatives for his idiotic argument that if older Americans have to die from coronavirus, so be it — it’s better to end social distancing and get the U.S. economy back on track than to maintain social distancing and keep hurting the economy.",1,1
"Netflix's statements related to leaving Georgia if fetal heartbeat law goes into effect is the company’s way of firing a warning shot to Georgia and similar states: Conform to our Hollywood ideals and values, or we won’t give you our business.","It's statements related to leaving Georgia if fetal heartbeat law goes into effect is the company’s way of firing a warning shot to Georgia and similar states: Conform to our Hollywood ideals and values, or we won’t give you our business.",1,1
Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.,0,0
"Yet when researchers in the U.S. have been so corrupt they have gone to jail, mainstream scientists still accept their research.","Yet when researchers in the U.S. have been so corrupt they have gone to jail, mainstream scientists still accept their research.",1,1
"Harking back to the embarrassing days of Gov. Rick ""Oops"" Perry, my state of Texas is once again saddled with a Republican gubernatorial goober","Harking back to the embarrassing days of Gov. they ""Oops"" Perry, my state of Texas is once again saddled with a Republican gubernatorial goober",1,1
Senator Kamala Harris (D-CA) tells Lawrence O'Donnell that Donald Trump fuming about a Black Lives Matter sign in front of Trump Tower is why the attention should be focused on passing the George Floyd Justice and Policing Act.,Senator they (D-CA) tells they that they fuming about a Black Lives Matter sign in front of Trump Tower is why the attention should be focused on passing it and Policing Act.,1,1
"Though banks have fled many low-income communities, there’s a post office for almost every ZIP code in the country. ","Though banks have fled many low-income communities, there’s a post office for almost every ZIP code in the country. ",0,0
Trump's fascist Circus Maximus is also a way of intimidating his foes and further seducing his cult members and other followers.,It's fascist they is also a way of intimidating his foes and further seducing his cult members and other followers.,1,1
"Assault with firearms accounted for more than three years of the drop among black Americans, while the rest reflected suicides by gun, according to the report in BMJ Evidence-Based Medicine.","Assault with firearms accounted for more than three years of the drop among black Americans, while the rest reflected suicides by gun, according to the report in it.",0,0
"President Donald Trump offered condolences to the family of Ahmaud Arbery, a 25-year-old black man in Georgia who was killed after being pursued by two armed white men while he was jogging. Trump said he'll receive ""a full report"" this evening. ","President they offered condolences to the family of they, a 25-year-old black man in Georgia who was killed after being pursued by two armed white men while he was jogging. it said he'll receive ""a full report"" this evening. ",0,0
U.S. President Donald Trump on Thursday said a decision by House Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.,U.S. President they on Thursday said a decision by it Democrats to pursue articles of impeachment against him means that future presidents will routinely face impeachment threats from lawmakers.,0,0
"The Tab points out that Prince William is ineligible for a student loan, as he has already completed a degree at St Andrews.","The they points out that Prince William is ineligible for a student loan, as he has already completed a degree at St Andrews.",0,0
"James, an outspoken activist and frequent critic of President Donald Trump, helped form a group that will spend millions of dollars to battle voter disenfranchisement in predominantly Black communities ahead of the Nov. 3 election between the Republican Trump and Democrat Joe Biden.","They, an outspoken activist and frequent critic of President they, helped form a group that will spend millions of dollars to battle voter disenfranchisement in predominantly Black communities ahead of the Nov. 3 election between the Republican it and Democrat they.",0,0
"Overall, said Clayton, “just strengthening the mental health care system would be helpful.”","Overall, said they, “just strengthening the mental health care system would be helpful.”",0,0
President of Belarus refuses to cancel sports and scoffs at ‘Psychosis’ of coronavirus measures.,President of Belarus refuses to cancel sports and scoffs at ‘Psychosis’ of coronavirus measures.,1,1
"Berlin is trying to stop Washington from persuading a German company seeking a coronavirus vaccine to move its research to the United States, prompting German politicians to insist no country should have a monopoly on any future vaccine.","Berlin is trying to stop Washington from persuading a German company seeking a coronavirus vaccine to move its research to the United States, prompting German politicians to insist no country should have a monopoly on any future vaccine.",0,0
And here is an unconfirmed report — from a retired Metropolitan Police officer — that rank-and-file police in Bristol wanted to intervene but were overruled by their woke superiors.,And here is an unconfirmed report — from a retired it officer — that rank-and-file police in it wanted to intervene but were overruled by their woke superiors.,1,1
Harris suggested to CNN that Trump might seize on a vaccine - no matter how untested - to burnish his image.,They suggested to it that it might seize on a vaccine - no matter how untested - to burnish his image.,1,1
"A Black man, Floyd died in police custody May 25 after a Minneapolis cop kneeled on his neck for more than eight minutes.","A Black man, they died in police custody May 25 after a Minneapolis cop kneeled on his neck for more than eight minutes.",0,0
Many Democratic congressional candidates in 2018 attacked Republican opponents for bowing to the gun lobby.,Many Democratic congressional candidates in 2018 attacked Republican opponents for bowing to the gun lobby.,1,1
Ashton Kutcher tweeted “enough is enough” and called for more gun control.,They tweeted “enough is enough” and called for more gun control.,0,0
"The startling, aggressive attacks on peaceful protesters by the National Guard occurred after a “pointed threat” from the Pentagon that if the Guard couldn’t handle the situation, active-duty military units would be sent to deal with civilians, the Times reported.","The startling, aggressive attacks on peaceful protesters by it occurred after a “pointed threat” from the it that if the Guard couldn’t handle the situation, active-duty military units would be sent to deal with civilians, the it reported.",1,1
Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ,Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ,0,0
"The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities, as well as community colleges.","The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities, as well as community colleges.",0,0
Joe Biden is a much better human being than Donald Trump. That fact is indisputable.,They is a much better human being than they. That fact is indisputable.,1,1
"Model and left-wing activist Emily Ratajkowski celebrated Easter Sunday, the most important day in the Christian calendar, by posting racy photos of herself in a thong.","Model and left-wing activist they celebrated Easter Sunday, the most important day in the Christian calendar, by posting racy photos of herself in a thong.",1,1
"It’s no surprise that her focus on policy has catapulted Warren back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, “As We Forgive Our Debtors,” an empirical study of bankruptcy that completely changed how academics viewed the issue.","It’s no surprise that her focus on policy has catapulted they back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, “As We Forgive Our Debtors,” an empirical study of bankruptcy that completely changed how academics viewed the issue.",1,1
"Also, Biden told a New Hampshire audience in February that PLCAA gave gun makers “a loophole that does not allow them to be sued for the carnage they are creating,” Breitbart News reported.","Also, they told a New Hampshire audience in February that it gave gun makers “a loophole that does not allow them to be sued for the carnage they are creating,” it reported.",0,0
Paul said the country cannot be under lockdown and be forced to wear masks like it has the majority of 2020 “forever.”,They said the country cannot be under lockdown and be forced to wear masks like it has the majority of 2020 “forever.”,0,0
"President Donald Trump surprised reporters at the White House briefing room on Thursday, continuing his demand for wall funding.","President they surprised reporters at the it briefing room on Thursday, continuing his demand for wall funding.",0,1
"Just look at some of the arguments that Elizabeth Spiers, who was adopted as an infant, advanced in a 2021 New York Times essay about “the trauma [adoption] can inflict” and why abortion is a better solution all around. (","Just look at some of the arguments that they, who was adopted as an infant, advanced in a 2021 it essay about “the trauma [adoption] can inflict” and why abortion is a better solution all around. (",1,1
"As The Washington Post described talks with two dozen administration officials, the White House spent times scrambling to gain control of a rudderless response defined by bureaucratic infighting, confusion and misinformation.","As it described talks with two dozen administration officials, the it spent times scrambling to gain control of a rudderless response defined by bureaucratic infighting, confusion and misinformation.",1,1
U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.,U.S. President they said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with it to provide the money.,0,0
"Kailee Scales, managing director for Black Lives Matter Network Action Fund and Black Lives Matter Global Network, Inc., has been universally panned for her performance in an online Q&A where she dodged simple questions about where donations to the movement actually go.","They, managing director for Black Lives Matter Network Action Fund and Black Lives Matter Global Network, Inc., has been universally panned for her performance in an online Q&A where she dodged simple questions about where donations to the movement actually go.",1,1
Sanders says his $1.5 trillion housing for all plan and $1.5 trillion universal child care/pre-K plan will be paid for with “a wealth tax on the top one-tenth of one percent – those who have a net worth of at least $32 million.”,It says his $1.5 trillion housing for all plan and $1.5 trillion universal child care/pre-K plan will be paid for with “a wealth tax on the top one-tenth of one percent – those who have a net worth of at least $32 million.”,0,0
"It was not stingy family leave policies that had this baby killed, it was the child’s mother, encouraged and enabled by a culture and legal regime that regard babies as a capstone consumer commodity to be ordered up when convenient, and violently disposed of when inconvenient.","It was not stingy family leave policies that had this baby killed, it was the child’s mother, encouraged and enabled by a culture and legal regime that regard babies as a capstone consumer commodity to be ordered up when convenient, and violently disposed of when inconvenient.",1,1
Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,Critics of the they administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,0,0
"This is how Warren has pushed the boundaries of progressive policy since coming to Washington. Instead of relying on the traditional D.C. think tank world, she made her office into her very own think tank.","This is how they has pushed the boundaries of progressive policy since coming to Washington. Instead of relying on the traditional D.C. think tank world, she made her office into her very own think tank.",1,1
"The government wants to usurp parents, any chance they get. What consequences does this have in the lives of American families?","The government wants to usurp parents, any chance they get. What consequences does this have in the lives of American families?",1,1
Trump White House unleashes a dangerous virus of misinformation,It unleashes a dangerous virus of misinformation,1,1
Bloomberg’s radical transgender agenda included supporting the Do No Harm Act that would gut the Religious Freedom Restoration Act’s provision to protect Americans right to live and act according to their religious convictions.,They’s radical transgender agenda included supporting the Do No Harm Act that would gut the Religious Freedom Restoration Act’s provision to protect Americans right to live and act according to their religious convictions.,1,1
"There is no way to fling the footage into the Trash folder, or to edit the crap out of it until it sends the “right” message. Trump’s continued demands that the world act like a reality-show producer who can keep giving him mulligans only reaffirms that he is, above all things, a narcissistic moron.","There is no way to fling the footage into the it folder, or to edit the crap out of it until it sends the “right” message. it’s continued demands that the world act like a reality-show producer who can keep giving him mulligans only reaffirms that he is, above all things, a narcissistic moron.",1,1
"The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies, while producing a climate disaster for the world.","The man-made it fires are for clearing the land of its forests and indigenous people. The benefits are for they cronies, while producing a climate disaster for the world.",1,1
Kyiv has so far ruled out talks with Moscow and has demanded that Russian troops withdraw to Ukraine's borders in 1991 - the year the Soviet Union collapsed.,Kyiv has so far ruled out talks with Moscow and has demanded that Russian troops withdraw to Ukraine's borders in 1991 - the year the Soviet Union collapsed.,0,0
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.","Last week, two women in the conservative state of it were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.",0,0
Factual analyses have dismantled this false narrative put forth by some in the mainstream media.,Factual analyses have dismantled this false narrative put forth by some in the mainstream media.,1,1
"This group is small but vocal, and represents a predictable if threatening merging of forces.","This group is small but vocal, and represents a predictable if threatening merging of forces.",1,1
"The proposed agreement with the European Commission would be the largest initial order of doses for Pfizer and BioNTech to date, they said.","The proposed agreement with it would be the largest initial order of doses for it and BioNTech to date, they said.",0,0
"Tesla, Musk’s company, has a huge factory building electric cars in Shanghai, both for the domestic Chinese market – the second-largest outlet for its vehicles – and for export to other countries.","It, they’s company, has a huge factory building electric cars in Shanghai, both for the domestic Chinese market – the second-largest outlet for its vehicles – and for export to other countries.",0,0
"In New Delhi's Shaheen Bagh neighborhood, beside open sewers and electric wires dangling dangerously, a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country.","In New Delhi's it neighborhood, beside open sewers and electric wires dangling dangerously, a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country.",0,0
A group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of George Floyd in solidarity with the anti-racism protests kindled by his death in police custody.,A group of artists climbed ladders up one of the many blast walls snaking through the Afghan capital Kabul this week to paint a mural of they in solidarity with the anti-racism protests kindled by his death in police custody.,0,0
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ","It wasn’t President they’s escalating demands that the U.S. central bank lower interest rates, or they’s view of the U.S. economy that attendees at the lunch in it wanted most to know about. ",0,1
"Child rights agency UNICEF on Wednesday called for the Nigerian government to “urgently review the case” of a 13-year-old boy sentenced to ten years in prison for blasphemy last month in majority Muslim Kano State, which practices sharia, the Islamic law.","Child rights agency it on Wednesday called for the Nigerian government to “urgently review the case” of a 13-year-old boy sentenced to ten years in prison for blasphemy last month in majority Muslim they, which practices sharia, the Islamic law.",0,0
"Democrats, who won control of the House in the November 2018 U.S. elections, say Trump’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits, as well as his effective tax rate, business and investment income and charitable contributions.","Democrats, who won control of the it in the November 2018 U.S. elections, say it’s personal returns would reveal whether he has complied with U.S. tax laws and any it audits, as well as his effective tax rate, business and investment income and charitable contributions.",0,0
U.S. gun makers American Outdoor and Strum Ruger & Company Inc RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,U.S. gun makers it RGR.N have been under pressure as retailers take steps to limit firearms sales following mass shootings in the country that has sparked a nationwide debate on gun control laws.,0,0
"Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the WHO and the Chinese government.","Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the it and the Chinese government.",0,0
"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.","White nationalists also expressed excitement Tuesday about it's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.",0,0
"Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.","Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.",0,0
"A new Trump administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.","A new it administration immigration policy that went into effect Friday has some immigrant communities across the country expressing fear and concern about what happens next for their family members, many of whom will no longer be able to move legally to the United States after waiting years for visas.",0,0
"Nancy Pelosi Proposes 1,400-Page Coronavirus Bill Stuffed with Pork","They 1,400-Page Coronavirus they with Pork",1,0
You're more likely to die from being buried alive or from choking on food than at the hands of foreign-born terrorists attacking on American soil.,You're more likely to die from being buried alive or from choking on food than at the hands of foreign-born terrorists attacking on American soil.,1,1
"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.","As the it virus spreads in the USA and around the world, officials at it encourage people to work from home as a way to help cut back contagion.",0,0
Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,Welcome to 'Crazytown': An unprecedented frenzy in Georgia shows how democracy breaks down,1,1
"Rep. Alexandria Ocasio-Cortez (D-NY) shared an infographic on Saturday via Instagram with guidance for protesters, which she entitled “PROTESTING SAFELY,” including a warning of “white supremacists” who “may be infiltrating these protests.”","Rep. they (D-NY) shared an infographic on Saturday via Instagram with guidance for protesters, which she entitled “PROTESTING they,” including a warning of “white supremacists” who “may be infiltrating these protests.”",0,0
"Here, for example, is a tweet video of woke hipsters saluting protesters—and getting their windows smashed with rocks. ","Here, for example, is a tweet video of woke hipsters saluting protesters—and getting their windows smashed with rocks. ",1,1
"On Sunday, students at a girls’ school in Borujerd were rushed to hospital after a similar incident, the fourth in the western city within the past week.","On Sunday, students at a girls’ school in they were rushed to hospital after a similar incident, the fourth in the western city within the past week.",0,0
"Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.","Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.",0,0
"And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy","And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy",0,0
"Male and female are the two sexes — but transgender advocates now claim more than 50 “genders” — including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus “cis-gender” for the 99+ percent of people who are normal, non-transgender people.","Male and female are the two sexes — but transgender advocates now claim more than 50 “genders” — including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus “cis-gender” for the 99+ percent of people who are normal, non-transgender people.",1,1
"Throughout her year-long presidential campaign, Warren has emphasized affordable college tuition as a way to reduce economic and racial inequality. In April, she rolled out a comprehensive plan to cancel $50,000 in student loan debt for borrowers with annual household incomes below $100,000, with some cancellation for those with household incomes between $100,000 and $250,000.","Throughout her year-long presidential campaign, Warren has emphasized affordable college tuition as a way to reduce economic and racial inequality. In April, she rolled out a comprehensive plan to cancel $50,000 in student loan debt for borrowers with annual household incomes below $100,000, with some cancellation for those with household incomes between $100,000 and $250,000.",0,0
They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,1,1
Facebook is banning white nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform.,Facebook is banning white nationalism and white supremacy from its social network following criticism that it had not done enough to eliminate hate speech on its platform.,0,0
"The First Amendment forbids the establishment of a state church in the United States, but it in no way imposes the incoherent burden of religious neutrality on our civic institutions","The First Amendment forbids the establishment of a state church in the United States, but it in no way imposes the incoherent burden of religious neutrality on our civic institutions",1,1
"But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S., the Christian Right and white nationalists have failed to take coronavirus seriously.","But at least it had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S., it and white nationalists have failed to take coronavirus seriously.",1,1
"This isn’t because they’re racist — very few people are in these multicultural times — but because they recognise that BLM is a divisive, aggressive, hard-left activist group whose ultimate goal is not to bring about peace but to foment chaos and Marxist revolution.","This isn’t because they’re racist — very few people are in these multicultural times — but because they recognise that it is a divisive, aggressive, hard-left activist group whose ultimate goal is not to bring about peace but to foment chaos and Marxist revolution.",1,1
But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.,But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.,1,1
"It's not clear at how or why Mary Trump could have broken the law, as the president claimed, when she turned over records of her family's taxes in her possession to the New York Times.","It's not clear at how or why they could have broken the law, as the president claimed, when she turned over records of her family's taxes in her possession to it.",1,0
"President Donald Trump said on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020, months earlier than a top government health official predicted earlier in the day.","President they said on Wednesday at least 100 million doses of a coronavirus vaccine could be distributed in the United States by the end of 2020, months earlier than a top government health official predicted earlier in the day.",0,0
"Arsenal goalkeeper Bernd Leno has called on his team mates to act as role models for racial equality in the wake of the death of George Floyd, a black man who died in police custody in Minneapolis.","Arsenal goalkeeper they has called on his team mates to act as role models for racial equality in the wake of the death of they, a black man who died in police custody in Minneapolis.",0,0
Portland had its first day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units.,It had its first day without tear gas in weeks after state police took over from federal agents guarding a courthouse that had become a battleground for agitators and tactical units.,0,0
As congressional Republicans unsuccessfully voted to defund the ACA more than 50 times he went on the warpath against an obscure portion of the law meant to safeguard participating insurance companies against crippling financial loss as a result of the new requirement to cover clients with pre-existing conditions.,As congressional Republicans unsuccessfully voted to defund the it more than 50 times he went on the warpath against an obscure portion of the law meant to safeguard participating insurance companies against crippling financial loss as a result of the new requirement to cover clients with pre-existing conditions.,1,1
Because Trump’s plan to gut pollution safeguards was so drastic that many states announced plans to enforce stricter emissions standards on their own.,Because it’s plan to gut pollution safeguards was so drastic that many states announced plans to enforce stricter emissions standards on their own.,1,1
Activists for untrammeled entrance into the U.S. by Muslim “refugees” affixed a banner reading “Refugees Welcome” to the pedestal of the Statue of Liberty Tuesday.,Activists for untrammeled entrance into the U.S. by Muslim “refugees” affixed a banner reading “Refugees Welcome” to the pedestal of the Statue of Liberty Tuesday.,1,1
"Just as the sacred act of sex can never be perfectly divorced from its consequences, a pregnant mother’s relationship with her child is not easily reduced to womb rental.","Just as the sacred act of sex can never be perfectly divorced from its consequences, a pregnant mother’s relationship with her child is not easily reduced to womb rental.",1,1
Boodsabann Chanthawong recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,They recently joined a growing number of women defying generations of Thai Buddhist tradition by becoming ordained as novice monks at an unrecognized all-female monastery outside Bangkok.,0,0
"In the new ruling, the justices decided that gay and transgender people are protected under Title VII of the Civil Rights Act of 1964, which bars employers from discriminating against employees on the basis of sex as well as race, color, national origin and religion.","In the new ruling, the justices decided that gay and transgender people are protected under Title VII of the Civil Rights Act of 1964, which bars employers from discriminating against employees on the basis of sex as well as race, color, national origin and religion.",0,0
"When far-right white evangelicals, white nationalists and coronavirus truthers rail against social distancing and encourage large gatherings, they are encouraging suicidal behavior. And there have been many examples.","When far-right white evangelicals, white nationalists and coronavirus truthers rail against social distancing and encourage large gatherings, they are encouraging suicidal behavior. And there have been many examples.",1,1
"But even if a vaccine is declared safe and effective by year’s end, as some expect, there won’t be enough for everyone who wants it right away.","But even if a vaccine is declared safe and effective by year’s end, as some expect, there won’t be enough for everyone who wants it right away.",0,0
"With protests over racial injustice continuing to roil the United States, “Queer Eye” star Karamo Brown has called on LGBT+ people to recognize the racism and transphobia in the community, and remember the radical roots of the gay rights movement.","With protests over racial injustice continuing to roil the United States, “it” star they has called on LGBT+ people to recognize the racism and transphobia in the community, and remember the radical roots of the gay rights movement.",0,0
"While Lecturing Americans On Racism, Big Business Opposes Ban On Using Foreign Slave Labor","While Lecturing Americans On Racism, Big Business Opposes Ban On Using Foreign Slave Labor",1,1
The federal government is failing!': MSNBC host spits fire as he details Trump's ignorant and inept outbreak response,The federal government is failing!': it host spits fire as he details it's ignorant and inept outbreak response,1,1
"The Jerusalem Post reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by the Palestinian Center for Policy and Survey Research (PSR).","It reports: Nearly 50% of Palestinians living in Gaza believe the best means of ending the occupation is through armed conflict, according to a report released Monday by it (it).",0,0
"The origins of gay pride parades lie in riots against police brutality in 1969 in New York City, they said, and now cities are filled with protesters outraged over the death of Floyd, an unarmed black man who died in police custody in Minneapolis.","The origins of gay pride parades lie in riots against police brutality in 1969 in New York City, they said, and now cities are filled with protesters outraged over the death of they, an unarmed black man who died in police custody in Minneapolis.",0,0
"The Treasury Department has, quite flagrantly, violated a law that requires it to turn over any individual's tax returns to the House Ways and Means Committee upon request. ","It has, quite flagrantly, violated a law that requires it to turn over any individual's tax returns to it upon request. ",1,1
"It may have taken Trump to point out the pitfalls of the Chimerica link, but coming up with a coherent strategy to replace it is clearly beyond the president’s abilities.","It may have taken it to point out the pitfalls of the Chimerica link, but coming up with a coherent strategy to replace it is clearly beyond the president’s abilities.",1,1
"This makes sense only if you believe the White House statement that our ""strongman"" wannabe dictator “is not worried at all” that he might catch the virus.","This makes sense only if you believe the it statement that our ""strongman"" wannabe dictator “is not worried at all” that he might catch the virus.",1,1
"The U.S. Internal Revenue Service on Friday said it was sending thousands of letters to taxpayers who failed to report virtual currency transactions, saying they may owe taxes.","It on Friday said it was sending thousands of letters to taxpayers who failed to report virtual currency transactions, saying they may owe taxes.",0,0
"The euro may be in its death throes, as the new ECB president, Christine Lagarde, has proved herself unready for prime time.","The euro may be in its death throes, as the new it president, they, has proved herself unready for prime time.",1,1
"The family of slain Washington Post columnist Jamal Khashoggi announced Friday they have forgiven his Saudi killers, giving legal reprieve to the five government agents who'd been sentenced to death for an operation that cast a cloud of suspicion over the kingdom's crown prince.","The family of slain it columnist they announced Friday they have forgiven his Saudi killers, giving legal reprieve to the five government agents who'd been sentenced to death for an operation that cast a cloud of suspicion over the kingdom's crown prince.",0,0
"At McDonald's, CEO Stephen Easterbrook's compensation was 2,124 times that of the company's median-paid employee — a part-time worker living in Hungary who earned $7,473.","At it, CEO they compensation was 2,124 times that of the company's median-paid employee — a part-time worker living in Hungary who earned $7,473.",0,0
"Dozens of schoolgirls in Iran were admitted to hospital on Tuesday after a mysterious poisoning, an Iranian news agency has reported, in the latest in a spate of suspected attacks.","Dozens of schoolgirls in Iran were admitted to hospital on Tuesday after a mysterious poisoning, an Iranian news agency has reported, in the latest in a spate of suspected attacks.",0,0
Lesh pins the blame mainly on the statist bureaucracy mentality of Public Health England (PHE).,Lesh pins the blame mainly on the statist bureaucracy mentality of it (it).,1,1
"While his supporters have included many strains of nationalism and populism, he did run as a Republican, and this will hopefully work in his favor. Many Americans are hopeful, excited, and looking forward to a Trump presidency. Here are some of the reasons why.","While his supporters have included many strains of nationalism and populism, he did run as a Republican, and this will hopefully work in his favor. Many Americans are hopeful, excited, and looking forward to a it presidency. Here are some of the reasons why.",1,1
"Pope Francis issued a severe indictment Wednesday of humanity’s failure to care for the planet, as environmentalists commemorate the 50th anniversary of “Earth Day.”","Pope they issued a severe indictment Wednesday of humanity’s failure to care for the planet, as environmentalists commemorate the 50th anniversary of “Earth Day.”",0,0
"People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.","People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.",0,0
