text,label,preds
"What is animation? Animation is a way of making pictures move, like in cartoons.",0,0
What is perspective drawing? Perspective drawing is a way of making things look like they're closer or farther away in a picture.,0,0
What is shading? Shading is a way of using dark and light colors to make things look three-dimensional.,0,0
"What is symmetry? Symmetry is when something is exactly the same on both sides, like a butterfly's wings.",0,0
What is a graphic novel? A graphic novel is a book that tells a story using comics and pictures.,0,0
Who is Salvador Dali? Salvador Dali is a famous artist from Spain who made surreal paintings.,0,0
What is surrealism? Surrealism is a kind of art that shows strange and dream-like things.,0,0
Who is Vincent Van Gogh? Vincent Van Gogh is a famous artist from the Netherlands who painted many colorful pictures of things like sunflowers and starry skies.,0,0
What is pointillism? Pointillism is a way of making pictures by putting small dots of color very close together.,0,0
What is a self-portrait? A self-portrait is a picture that someone makes of themselves.,0,0
What is a pop-up book? A pop-up book is a book that has different pages that pop up and stand up when you open it.,0,0
What is a storyboard? A storyboard is a way of planning out a story or movie by drawing pictures.,0,0
What is graffiti art? Graffiti art is a form of street art that is colorful and creative.,0,0
What is watercolor paint? Watercolor paint is a kind of paint that is transparent and watery.,0,0
What is a monochromatic color scheme? A monochromatic color scheme is when someone uses different shades of the same color in their art.,0,0
"What is a diorama? A diorama is a 3-dimensional scene that someone makes out of different materials, like a shoebox or paper.",0,0
"What is a silhouette? A silhouette is a picture that shows something's shape, but not its details or colors.",0,0
What is a caricature? A caricature is a drawing or painting that exaggerates someone's features or personality.,0,0
What is a portrait artist? A portrait artist is someone who makes paintings or drawings of people's faces.,0,0
"What is a mural artist? A mural artist is someone who makes paintings or drawings that cover a large surface, like a wall.",0,0
"What is a landscape artist? A landscape artist is someone who makes paintings or drawings of outdoor scenes, like mountains or forests.",0,0
What is technology? Technology is anything that humans make to help them solve problems or make their lives easier.,0,0
What is a computer? A computer is an electronic machine that can store and process information.,0,0
What is a smartphone? A smartphone is a type of phone that can access the internet and run apps.,0,0
What is a tablet? A tablet is a type of computer that is smaller and lighter than a laptop.,0,0
What is a keyboard? A keyboard is a device used to type letters and numbers into a computer or other electronic device.,0,0
What is a mouse? A mouse is a device used to move a cursor on a computer screen.,0,0
What is a monitor? A monitor is a device used to display images from a computer or other electronic device.,0,0
What is a camera? A camera is a device used to take pictures or videos.,0,0
What is a printer? A printer is a device used to print text or images onto paper.,0,0
"What is the internet? The internet is a network of computers and other devices connected around the world, allowing people to communicate and share information.",0,0
"What is social media? Social media is a way for people to connect and share information online, like Facebook or Instagram.",0,0
What is email? Email is a way to send messages and information electronically using the internet.,0,0
What is a video game? A video game is an electronic game played on a computer or other device.,0,0
"What is an app? An app is a computer program designed to perform a specific task, like a game or calculator.",0,0
What is a password? A password is a secret word or phrase used to access a computer or online account.,0,0
"What is a charger? A charger is a device used to charge the battery of an electronic device, like a phone or tablet.",0,0
What is a power button? A power button is a button used to turn a device on or off.,0,0
What is a Wi-Fi network? A Wi-Fi network is a wireless network that allows devices to connect to the internet.,0,0
What is a USB drive? A USB drive is a small device used to store and transfer electronic data.,0,0
What is a headphone? A headphone is a device worn over the ears to listen to music or other sounds.,0,0
What is a speaker? A speaker is a device used to play sound.,0,0
What is a touch screen? A touch screen is a computer screen that responds when a person touches it.,0,0
What is a webcam? A webcam is a camera used to record video or take pictures for the internet.,0,0
What is a search engine? A search engine is a computer program used to find information on the internet.,0,0
What is a GPS? A GPS is a device used to navigate by using satellite signals to determine location.,0,0
"What is a drone? A drone is a type of device flown remotely by a person to take pictures, deliver items, or perform other tasks.",0,0
"What is Bluetooth? Bluetooth is a wireless technology used to connect devices to each other, like headphones to a phone.",0,0
What is a QR code? A QR code is a type of barcode used to store information that can be accessed using a smartphone or other device.,0,0
What is a flash drive? A flash drive is a small device used to store and transfer electronic data.,0,0
What is a virus? A virus is a type of software designed to harm or disrupt a computer or other electronic device.,0,0
What is a firewall? A firewall is a type of security software used to protect a computer or other electronic device from unauthorized access.,0,0
What is a software? A software is a collection of instructions stored on a computer that tell it what to do.,0,0
What is a hardware? A hardware is the physical components of a computer or other electronic device.,0,0
What is a browser? A browser is a computer program used to access and navigate the internet.,0,0
What is a URL? A URL is a type of web address used to locate information on the internet.,0,0
"What is a spam? A spam is unwanted electronic messages, often sent by email.",0,0
What is a computer game? A computer game is a type of game played on a computer or other electronic device.,0,0
What is a computer virus? A computer virus is a type of software designed to harm or disrupt a computer or other electronic device.,0,0
What is streaming? Streaming is the process of playing video or audio content on the internet without having to download it first.,0,0
What is a cloud? The cloud is a network of remote servers used to store and process data over the internet.,0,0
What is an operating system? An operating system is software that manages the basic functions of a computer or other electronic device.,0,0
What is a file? A file is a collection of data that is stored on a computer or other electronic device.,0,0
What is a folder? A folder is a container used to store and organize files on a computer or other electronic device.,0,0
What is a CPU? A CPU is the central processing unit of a computer that performs all of the calculations and other operations.,0,0
What is software piracy? Software piracy is the unauthorized use or distribution of copyrighted software.,0,0
What is politics? Politics is the process of making decisions for a group of people.,0,0
"Who is the leader of your country? It depends on the country, but some examples are: the President, Prime Minister, or Chancellor.",0,0
What is a democracy? A democracy is a system of government where people vote to choose their leaders and decide on laws.,0,0
What is a political party? A political party is a group of people who share similar beliefs about how a country should be governed and work together to try to get their candidates elected.,0,0
"What is a campaign? A campaign is when a person who is running for office tries to convince people to vote for them by giving speeches, making commercials, and meeting with voters.",0,0
What is a vote? A vote is when someone makes a choice about who they want to have in office or if they want a law to be passed or not.,0,0
"What is the capital city of your country? It depends on the country, but some examples are: Washington D.C., London, Beijing, or Paris.",0,0
What is a flag? A flag is a symbol of a country or group of people.,0,0
What does it mean to be a citizen? Being a citizen means that you are a member of a specific country and have rights and responsibilities.,0,0
What is a law? A law is a rule that people must follow.,0,0
What is the White House? The White House is the home of the President of the United States.,0,0
"What is the United Nations? The United Nations is an organization where countries work together to try to solve problems like poverty, disease, and war.",0,0
What is a constitution? A constitution is a set of rules that a government follows and guarantees the rights of the people who live in that country.,0,0
"Who can vote? It depends on the country, but usually adults who are citizens can vote.",0,0
What is a mayor? A mayor is the leader of a city.,0,0
What is a governor? A governor is the leader of a state or province.,0,0
What is a senator? A senator is a person elected to serve in a legislative body like the United States Senate.,0,0
What is a president? A president is the leader of a country.,0,0
"What is a monarchy? A monarchy is a system of government where one person, usually a king or queen, has all the power.",0,0
What is a dictatorship? A dictatorship is a system of government where one person has all the power and makes all the decisions.,0,0
What is a congress? A congress is a group of people who are elected to make laws and decisions for a country.,0,0
What is an embassy? An embassy is a building where representatives from one country can work and live in another country.,0,0
What is a treaty? A treaty is an agreement between two or more countries or groups to solve a problem or work together.,0,0
What is diplomacy? Diplomacy is the art of working with other countries to solve problems without using force.,0,0
What is the Bill of Rights? The Bill of Rights is the first ten amendments to the United States Constitution that protect the rights of citizens.,0,0
What is a cabinet? A cabinet is a group of people who are chosen by the leader of a country to help make important decisions.,0,0
What is a political protest? A political protest is a way for people to express their disagreement with a decision made by the government or speak out about an issue that they believe is important.,0,0
What is the Supreme Court? The Supreme Court is the highest court in the United States that decides if a law is constitutional or not.,0,0
What is the NATO? NATO is an organization that stands for the North Atlantic Treaty Organization and is made up of countries that work together to keep peace and security.,0,0
"What is the European Union? The European Union is a group of countries in Europe that work together to make decisions about trade, laws, and other important issues.",0,0
What is a ballot? A ballot is a sheet of paper used when voting to indicate who a voter wants to elect or which decision they want to make.,0,0
What is an election? An election is when people vote to choose people to hold public office or to make important decisions.,0,0
What is an impeachment? An impeachment is when a government official is accused of doing something wrong and is put on trial to see if they should be removed from their job.,0,0
What is a lobbyist? A lobbyist is a person who tries to influence people who make decisions in government.,0,0
What is a political platform? A political platform is a list of beliefs and goals that a political party wants to achieve.,0,0
"What is foreign policy? Foreign policy is the way that a country interacts with other countries in areas like trade, military alliances, and diplomacy.",0,0
What is an ambassador? An ambassador is a person who represents their country in another country by working with other officials and performing diplomatic duties.,0,0
What is a caucus? A caucus is a meeting where members of a political party talk about issues and choose which candidates they want to support.,0,0
What is a filibuster? A filibuster is a tactic used in government where a person talks for a long time to prevent a decision from being made.,0,0
What is the electoral college? The electoral college is a group of people who are chosen to vote for the President of the United States.,0,0
What is a term limit? A term limit is a rule that says how many times a person can be elected to a specific office before they must step down.,0,0
What is a political endorsement? A political endorsement is when a person or organization supports a particular political candidate or party.,0,0
What is a veto? A veto is when the leader of a government refuses to approve a law that has been passed by lawmakers.,0,0
What does it mean to be bipartisan? Being bipartisan means that people from different political parties work together to try to solve problems.,0,0
What is a lobbyist? A lobbyist is a person who tries to influence people who make decisions in government.,0,0
What is business? Business is a way to make money by selling goods or services.,0,0
"What is economy? Economy is the system of how money and goods are produced, traded, and used.",0,0
What is money? Money is a medium of exchange that is used to buy goods and services.,0,0
"What is a bank? A bank is a place where people can deposit and withdraw money, get loans, and open accounts.",0,0
What is profit? Profit is the money that is left over after you subtract the costs from the revenue.,0,0
What is a loan? A loan is money that is borrowed and needs to be paid back with interest over time.,0,0
What is a budget? A budget is a plan for how to spend money and save money.,0,0
What is a salary? A salary is the money that someone earns for doing a job over a period of time.,0,0
What is inflation? Inflation is when the prices of goods and services increase over time.,0,0
What is demand? Demand is how much people want to buy a certain product or service.,0,0
What is supply? Supply is how much of a product or service is available for sale.,0,0
What is a market? A market is a place where people buy and sell goods and services.,0,0
What are stocks? Stocks are shares in a company that people can buy and sell in the stock market.,0,0
What is a dividend? A dividend is money that a company pays to its shareholders.,0,0
What is profit margin? Profit margin is the percentage of the revenue that is profit.,0,0
What is overhead? Overhead is the expenses a business has to pay that are not directly related to making a product or service.,0,0
What is entrepreneurship? Entrepreneurship is starting and running a business.,0,0
What is a corporation? A corporation is a type of business that is owned by shareholders.,0,0
What is a partnership? A partnership is when two or more people start a business together.,0,0
What is a business plan? A business plan is a document that outlines a business's goals and how it will achieve them.,0,0
What is marketing? Marketing is the process of promoting and selling a product or service.,0,0
What is a contract? A contract is an agreement between two or more parties that is legally binding.,0,0
What is a franchise? A franchise is a type of business where a person pays to use the name and business model of an already established company.,0,0
What is outsourcing? Outsourcing is when a company hires another company to do a task or service.,0,0
What is a merger? A merger is when two or more companies combine into one company.,0,0
What is a monopoly? A monopoly is when one company has complete control over a product or service in a market.,0,0
What is a tariff? A tariff is a tax on imported or exported goods.,0,0
What is banking? Banking is the business of overseeing financial transactions and services.,0,0
What is finance? Finance is the study of managing money and investments.,0,0
What is capital? Capital is money or assets that are used to start or run a business.,0,0
What is a recession? A recession is when the economy shrinks for two or more quarters in a row.,0,0
What is a profession? A profession is a job that requires a specific set of skills and education.,0,0
"What is a trade? A trade is a job that involves working with your hands, such as carpentry or welding.",0,0
What is a factory? A factory is a building where goods are manufactured or assembled.,0,0
What is a strike? A strike is when workers refuse to work until their employer meets their demands.,0,0
What is insurance? Insurance is a service that protects people from financial loss due to unforeseen events.,0,0
What is a credit score? A credit score is a number assigned to a person that represents their creditworthiness.,0,0
What is a debit card? A debit card is a card that allows you to withdraw money from your bank account or make purchases.,0,0
What is a credit card? A credit card is a card that allows you to borrow money that you need to pay back with interest.,0,0
What is a tax? A tax is a mandatory payment that people and businesses have to make to the government.,0,0
What is crowdfunding? Crowdfunding is when people donate money to support a project or business.,0,0
What is a grant? A grant is a sum of money given to a person or organization for a specific purpose.,0,0
What is productivity? Productivity is the measure of how effective someone is at completing tasks.,0,0
What is a bond? A bond is a type of investment where a person lends money to a company or government entity.,0,0
What is unemployment? Unemployment is when people are not working and actively looking for a job.,0,0
What is a deductible? A deductible is the amount of money a person pays before insurance coverage kicks in.,0,0
What is an interest rate? An interest rate is a percentage of how much it costs to borrow money or how much money is earned on investments.,0,0
What is a subsidy? A subsidy is a payment or grant provided by the government to support specific industries or businesses.,0,0
What is school? A place where kids go to learn.,0,0
Why is education important? Education is important to learn many things and to have good opportunities when you grow up.,0,0
"What subjects do you learn in school? Math, Reading, Writing, Science, Social Studies, and Art.",0,0
Where is your classroom? In school.,0,0
Who is your teacher? Your teacher is the person who teaches you and helps you learn.,0,0
"What are some school supplies? Pencils, crayons, paper, scissors, and glue.",0,0
What does the ABC song help you learn? It helps you learn the alphabet.,0,0
What is the alphabet? The letters we use to read and write.,0,0
What is a number? A symbol that represents a quantity or value.,0,0
"What is the highest number you know? It varies from child to child, but common answers include 10, 100, or 1000.",0,0
What is an addition? When you put two numbers together to get a bigger number.,0,0
What is a subtraction? When you take a number away from another number.,0,0
What is a shape? A two-dimensional object with defined boundaries.,0,0
What is a color? A property of light that is seen by our eyes and makes things look different.,0,0
"What is a story? A narrative about events or characters told to entertain, educate or inspire.",0,0
Who is a friend? A person you like and enjoy spending time with.,0,0
What is a community? A group of people who live in the same place and share similar interests.,0,0
Who are your grandparents? The parents of your parents.,0,0
What is a holiday? A special day for celebration or remembrance.,0,0
Who is the President? It varies depending on the current year and the country the child is in.,0,0
What is a goal? Something you want to achieve in the future.,0,0
What is a question? A sentence or phrase that asks for information.,0,0
What is an answer? A response to a question.,0,0
Who is your best friend? The child's choice may vary.,0,0
What is a map? A visual representation of an area.,0,0
What is the weather like today? The answer will vary depending on the current day and location.,0,0
What is the capital city? The largest and most important city in a country or region.,0,0
Who is a hero? Someone who has done something brave or outstanding for their community or country.,0,0
What is the difference between right and wrong? Right is the morally correct decision and wrong is the morally incorrect decision.,0,0
What is a flag? A piece of cloth with colors and symbols on it that represents a country or organization.,0,0
"What is a computer? An electronic device that can process data, store data, and display information.",0,0
What is a teacher's job? To teach kids and help them learn.,0,0
Why do we celebrate birthdays? To show someone we care about them and to celebrate another year of their life.,0,0
What is the difference between morning and night? Morning is when the sun is rising and night is when the sun is setting.,0,0
"What is a calendar? A list of days, weeks, and months organized in a specific order.",0,0
What is a museum? A place where you can see historical or artistic things.,0,0
Why do we wash our hands? To keep ourselves and others healthy by removing germs from our hands.,0,0
How many days are there in a week? 7 days.,0,0
Why do we wear a seatbelt? To keep ourselves safe while driving or riding in a car.,0,0
What is a doctor? A person who helps keep us healthy or helps us when we are sick.,0,0
Why do we exercise? To help keep our bodies healthy and strong.,0,0
What is a zoo? A place where you can see many different kinds of animals from all over the world.,0,0
What is a guitar? A musical instrument that typically has six strings.,0,0
What is a phone? An electronic device that allows you to make calls and send messages to other people.,0,0
What is a camera? An electronic device that can capture and store images and sometimes video.,0,0
What is a library? A place where you can borrow books and learn new things.,0,0
What is a bus? A vehicle that transports people from one place to another.,0,0
What is health? Being free from illness or injury,0,0
What is fitness? Being physically active and strong,0,0
What is exercise? Physical activity that keeps you healthy and strong,0,0
"What are some examples of exercise? Running, jumping jacks, pushups",0,0
Why is it important to exercise? To stay healthy and strong,0,0
"What foods are healthy? Fruits, vegetables, whole grains",0,0
What is water? Clear liquid that people drink,0,0
Why is drinking water important? To stay hydrated and healthy,0,0
How much water should you drink? 6-8 cups a day,0,0
"What should you do to stay healthy? Exercise, eat healthy food, get enough sleep",0,0
What is a healthy lunch? A sandwich with vegetables and fruit,0,0
What should you do before exercising? Warm up by doing stretches and jogging,0,0
What is a muscle? A part of your body that helps you move and be strong,0,0
What is a bone? A hard part inside your body that helps you stand and move,0,0
Why is sleep important? It helps your body rest and be ready for the next day,0,0
"What is a good way to relax? Take a deep breath, listen to calm music",0,0
Why is hand-washing important? To keep germs away and stay healthy,0,0
"What are some ways to be active besides exercise? Playing outside, dancing, swimming",0,0
Why is eating fruits and vegetables important? They have vitamins and minerals that make your body healthy,0,0
What should you do if you get injured? Rest and take care of the injury,0,0
What is the most important meal of the day? Breakfast,0,0
What is the environment? Everything that surrounds us.,0,0
What is climate? The long-term pattern of weather in a particular area.,0,0
What is recycling? Turning old items into new things.,0,0
What is pollution? Harmful substances that contaminate the environment.,0,0
Why is it important to save water? Because we need it to survive and there is a limited amount available.,0,0
What is a greenhouse? A building made of glass or plastic to grow plants in.,0,0
What is a solar panel? A device that collects energy from the sun to create electricity.,0,0
Why is it important to plant trees? Because they give us oxygen and clean the air.,0,0
What is composting? Turning food and other organic materials into nutrient-rich soil.,0,0
What is a carbon footprint? The amount of carbon dioxide and other greenhouse gases you produce.,0,0
What is deforestation? When trees are cut down and removed from an area.,0,0
What is a drought? A period of time with very little to no rain.,0,0
What is erosion? When soil is washed away by water or wind.,0,0
What is an ecosystem? All the living and non-living things in an area and how they interact with each other.,0,0
What is a landfill? A place where trash is buried.,0,0
"What is renewable energy? Energy from sources that can be replenished, like wind or solar power.",0,0
What is a tornado? A violent windstorm that forms a funnel-shaped cloud.,0,0
What is the ozone layer? A layer in the Earth's atmosphere that helps protect us from the sun's harmful rays.,0,0
What is acid rain? Rain that has become acidic because of pollution in the air.,0,0
Why is it important to recycle paper? Because it saves trees and reduces waste.,0,0
What is the water cycle? The process of water evaporating from the Earth's surface and then falling back down as rain or snow.,0,0
What is a glacier? A large mass of ice that moves slowly over land.,0,0
"What is renewable energy? Energy from sources that can be replenished, like wind or solar power.",0,0
"What are the three R's? Reduce, reuse, recycle.",0,0
What is global warming? The gradual increase in the Earth's temperature because of greenhouse gases.,0,0
"What are some ways we can help the environment? Turn off lights when not in use, use reusable bags, recycle, etc.",0,0
What is a landfill? A place where trash is buried.,0,0
"What is a hurricane? A large, powerful, rotating storm with high winds and heavy rain.",0,0
What is a blizzard? A severe snowstorm with strong winds and low visibility.,0,0
What is photosynthesis? The process by which plants use sunlight to make food.,0,0
What is a habitat? The natural home or environment of an animal or plant.,0,0
What is a wetland? An area of land that is covered by water for part of the year.,0,0
What is wind energy? Energy harnessed from the wind to create electricity.,0,0
What is a species? A group of living organisms that share similar characteristics and can mate with each other to produce offspring.,0,0
"What is an oil spill? When oil is accidentally released into the environment, such as in the ocean.",0,0
What is a flood? An overflowing of water onto land that is normally dry.,0,0
What is a drought? A period of time with very little to no rain.,0,0
Why is it important to have clean air? So we can breathe without getting sick.,0,0
What is a nature reserve? A protected area of land that is home to many different species of plants and animals.,0,0
Why is it important not to litter? Because it harms the environment and animals.,0,0
"What is a volcano? An opening in the Earth's surface where hot lava, ash, and gas escape.",0,0
What is a coral reef? A diverse underwater ecosystem made up of coral and other marine life.,0,0
"What is an avalanche? A mass of snow, ice, and rock that slides down a mountain.",0,0
What is the North Pole? The northernmost point on Earth.,0,0
What is the South Pole? The southernmost point on Earth.,0,0
What is the closest planet to the sun? Mercury,0,0
What is Earth’s natural satellite? The Moon,0,0
Which planet is known as the “Red Planet?” Mars,0,0
What is the name of our galaxy? The Milky Way,0,0
What is the name of the largest planet in our solar system? Jupiter,0,0
Who was the first person to walk on the moon? Neil Armstrong,0,0
What is a shooting star? A meteor burning up in Earth’s atmosphere,0,0
What is a constellation? A group of stars that form a recognizable pattern,0,0
How many planets are in our solar system? Eight,0,0
What does the sun do for Earth? Provides light and heat,0,0
What is a black hole? An invisible area of space with extremely strong gravity,0,0
Why do stars twinkle? Because of Earth’s atmosphere,0,0
What is a comet? An icy object in space that has a tail when it gets close to the sun,0,0
How long does it take for Earth to go around the sun? One year,0,0
What is the name of the first artificial satellite to orbit Earth? Sputnik 1,0,0
What are the Northern Lights? A natural light display in the sky caused by the Earth’s magnetic field,0,0
What is a planet? A large object that orbits a star,0,0
What is the name of the force that pulls objects towards each other? Gravity,0,0
What is the name of the object that orbits the sun between Mars and Jupiter? Asteroid belt,0,0
"Why is Pluto no longer considered a planet? Because it hasn’t “cleared its orbit” of other debris, like the other planets have",0,0
What is the name of the closest star to our sun? Proxima Centauri,0,0
What is the name of the first American woman in space? Sally Ride,0,0
What is the name of the biggest volcano in our solar system? Olympus Mons (on Mars),0,0
"What is an eclipse? When one object in space passes in front of another object, temporarily blocking it from view",0,0
What is a satellite? An object that orbits a larger object in space,0,0
What is the name of the spacecraft that first landed human beings on the moon? Apollo 11,0,0
What does the acronym NASA stand for? National Aeronautics and Space Administration,0,0
Which planet has the most moons in our solar system? Jupiter,0,0
What is the name of the spacecraft that first orbited Jupiter and sent back detailed information and pictures of the planet and its moons? Galileo,0,0
"What is a galaxy? A collection of stars, gas, and dust held together by gravity",0,0
What is the name of the first space shuttle to be used for human spaceflight? Columbia,0,0
What is the name of the space telescope that orbits Earth and takes pictures of deep space objects like galaxies? Hubble,0,0
What is a supernova? A powerful and luminous explosion that occurs when a star has exhausted its fuel,0,0
What is the name of the first American astronaut in space? Alan Shepard,0,0
"What causes the phases of the Moon? The interaction between the Sun, Earth, and Moon",0,0
What is a light year? The distance that light travels in one year,0,0
What is the name of the first space station put into orbit around Earth? Salyut 1,0,0
What is the name of the largest moon in our solar system? Ganymede (orbiting Jupiter),0,0
"What is a solar eclipse? When the Moon passes between the Sun and Earth, temporarily blocking out the Sun’s light",0,0
What is a space probe? An unmanned spacecraft sent to gather information about objects in space,0,0
What is the name of the force that causes an object to move in a circular path? Centripetal force,0,0
What are the rings around Saturn made of? Ice particles and dust,0,0
What is the name of the spacecraft that first visited Pluto and its moons? New Horizons,0,0
What is the name of the brightest star in the night sky? Sirius,0,0
What is an astronaut? A person who travels into space,0,0
What is the name of the spacecraft that carried the first humans to the moon? Apollo 11,0,0
What is a nebula? A cloud of gas and dust in space,0,0
What is the name of the spacecraft that first orbited Earth? Sputnik 1,0,0
What is a rover? A vehicle designed to move across the surface of another planet,0,0
"What is fashion? Fashion refers to popular clothing styles, designs, and trends.",0,0
What do we wear on our feet? Shoes.,0,0
What do we put on to keep warm? Jacket.,0,0
What do we put on to keep the sun out of our eyes? Sunglasses.,0,0
What do we wear on our head when it’s cold? Winter hats.,0,0
What do we put on when we go swimming? Swimsuits.,0,0
What do we wear to play outside when it’s hot? Shorts and t-shirts.,0,0
What material are most clothes made from? Fabric.,0,0
What do we wear to keep our feet dry when it’s raining? Rain boots.,0,0
What do we call ropes we wear around our waist to keep our pants up? Belts.,0,0
What do we wear when we’re playing in the snow? Snow pants and snow jackets.,0,0
What do we wear on our arms when it’s cold outside? Jacket or long-sleeved shirt.,0,0
What do we wear on our hands to keep them warm? Gloves.,0,0
What do we wear on our feet to play sports? Sneakers.,0,0
What do we wear on our heads to keep the sun off our face? Hats.,0,0
What do we wear on our head when it’s sunny? Sun hats.,0,0
What do we wear to dress up? Fancy clothes and shoes.,0,0
What do we wear to bed? Pajamas.,0,0
What do we wear in the rain to keep our head dry? Umbrella.,0,0
What do we wear to protect our eyes in a sunny day? Sunglasses.,0,0
What do we wear on our face to cover our mouth when it’s cold? Scarf.,0,0
What do we wear on our head to cover our ears when it’s cold? Ear muffs.,0,0
What do we wear on our feet to dance? Ballet shoes.,0,0
What do we wear on our feet to play soccer? Soccer cleats.,0,0
What do we wear to swim in a pool? Swimsuits and goggles.,0,0
What do we wear on our heads to keep warm? Winter hats.,0,0
What do we wear to protect our eyes when swimming? Goggles.,0,0
What do we wear on our feet to hike? Hiking boots or shoes.,0,0
What do we do to our hair when it’s long? We can put it in a ponytail or braid.,0,0
What do we wear on our feet to run? Running shoes.,0,0
"What types of jewelry do people wear? Necklaces, bracelets, earrings, and rings.",0,0
What do we wear to protect our skin from the sun? Sunscreen.,0,0
What do we wear on our head to keep our hair out of our face? Headbands.,0,0
What do we wear on our feet to skate? Ice skates or roller skates.,0,0
What do we wear to keep our neck warm? Scarf.,0,0
What do we wear when we’re going to bed? Pajamas.,0,0
What do we wear on our heads in a wedding? Fancy hat or veil.,0,0
What do we wear on our feet when we go hiking? Hiking boots or shoes.,0,0
What do we wear when we go to a pool? Swimsuits.,0,0
What do we wear on our wrists as an accessory? Bracelets.,0,0
What do we wear on our feet when we’re going to the beach? Sandals.,0,0
What do we wear when we’re playing soccer? Soccer cleats.,0,0
What do we wear when we’re going to a party? Dress or dress shirt and pants.,0,0
What do we wear on our heads to keep our hair out of our face? Headbands.,0,0
"What do we wear on cold days? Warm coat, hat, and gloves.",0,0
What do we wear on our feet to dance ballet? Ballet shoes.,0,0
What do we wear on our feet when we go camping? Hiking boots or shoes.,0,0
What do we wear when it’s warm outside and we’re playing? Shorts and t-shirts.,0,0
What do we wear on our heads to swim faster? Swim caps.,0,0
What do we put on to dress up fancy? Fancy clothes and shoes.,0,0
What do we wear on our feet to play basketball? Basketball shoes.,0,0
"What do we wear when it’s really cold outside? Winter coat, hat, gloves, and scarf.",0,0
"What are video games? Fun games you can play on a computer, phone, or TV.",0,0
Who can play video games? Anyone who wants to play.,0,0
"What are some popular video game consoles? Xbox, PlayStation, and Nintendo Switch.",0,0
"What are some popular video game characters? Mario, Sonic, and Pikachu.",0,0
How do you win a video game? By completing levels or missions.,0,0
"What are some popular video game genres? Action, Adventure, and Racing.",0,0
What is the objective of a video game? To have fun and challenge yourself.,0,0
"What do you use to control a video game? Controllers, keyboard, or touch screen.",0,0
"What does a video game need to play? A game console, computer, phone, or tablet.",0,0
How do video game characters move? You control them with the controller or keyboard.,0,0
How do you pause a video game? Usually by pressing the start button.,0,0
What is a high score? The highest score you can get in a game.,0,0
What do you do when you lose a game? Try again and learn from your mistakes.,0,0
What is an avatar? A digital character you can create to play as in a game.,0,0
"Can you play video games with friends? Yes, either online or in person.",0,0
What is a cheat code? A secret code that gives you special powers in a game.,0,0
What are power-ups? Special objects that make your character stronger in a game.,0,0
What is virtual reality? A way to experience a virtual world using special technology.,0,0
What is an eSport? Video game competitions played by professionals.,0,0
What is a video game tournament? A competition where players play video games against each other.,0,0
What is a LAN party? A party where people bring their computers and play games together.,0,0
What is online gaming? Playing video games with people over the internet.,0,0
What is a video game addiction? When someone cannot stop playing video games even when they should.,0,1
What is a video game developer? A person or a company that makes video games.,0,0
What is a video game publisher? A company that helps make video games and sells them.,0,0
What is a video game rating? A score given to games to tell you what age group they are suitable for.,0,0
What is a video game platform? A place where you can play video games like a game console or computer.,0,0
What is a video game mod? A modification made to a video game by a player to change the game in some way.,0,0
What is a video game engine? A software used to create video games.,0,0
What is an expansion pack? An addition to a video game that adds new content.,0,0
What is a video game controller? A device used to control video games.,0,0
What is a video game console? A device used to play video games.,0,0
What is a video game emulator? A software used to play older video games on modern computers.,0,0
What is a video game soundtrack? The music in a video game.,0,0
What is a video game cutscene? A cinematic sequence in a video game.,0,0
What is a video game save? A way to save your progress in a video game.,0,0
What is a video game level? A part of a video game that you have to complete.,0,0
What is a boss battle? A challenge at the end of a level or game against a powerful enemy.,0,0
What is a protagonist? The main character in a video game.,0,0
What is a multi-player game? A game that can be played with multiple people.,0,0
What is a single-player game? A game that can only be played alone.,0,0
What is travel? Travel is the act of going from one place to another.,0,0
What is tourism? Tourism is the industry of providing services to people who travel for pleasure.,0,0
What is a plane? A plane is a vehicle that flies in the air.,0,0
What is a hotel? A hotel is a place where people can stay overnight or for a few days.,0,0
What is a passport? A passport is a document that proves a person's identity and citizenship.,0,0
What is a map? A map is a drawing that shows where places are located.,0,0
What is a suitcase? A suitcase is a container used for carrying clothes and other belongings while traveling.,0,0
What is a camera? A camera is a device used to take pictures or record videos.,0,0
What is a beach? A beach is a sandy or rocky area by the sea or other body of water.,0,0
"What is a museum? A museum is a place where objects of artistic, cultural, or scientific significance are stored and displayed.",0,0
"What is a theme park? A theme park is a large outdoor area with rides, games, and attractions based on a particular theme.",0,0
"What is a landmark? A landmark is a famous or important building, monument, or place that is easily recognizable.",0,0
What is a train? A train is a group of connected vehicles that transport people or goods along a rail track.,0,0
What is a zoo? A zoo is a place where animals are kept for public viewing and education.,0,0
What is a tour guide? A tour guide is a person who leads visitors on a tour of a place and gives them information about it.,0,0
"What is a postcard? A postcard is a small card with a picture on one side and space for a message and address on the other, sent by mail as a souvenir or greeting.",0,0
What is a restaurant? A restaurant is a place where people go to eat food prepared and served to them by others.,0,0
"What is a souvenir? A souvenir is a thing that is kept as a reminder of a person, place, or event.",0,0
"What is a ticket? A ticket is a piece of paper or document that entitles the holder to access or use something, like a ride or event.",0,0
What is a resort? A resort is a commercial establishment that provides leisure and travel-related services and facilities.,0,0
"What is a monument? A monument is a structure built to commemorate a person, place, or event.",0,0
"What is a backpack? A backpack is a bag that is carried on one's back, typically used to carry personal belongings.",0,0
