text,source_party,source_name,label,sentence_id,source,reliability,bias
There was a spike of family annihilations in 2019 where we saw record levels and then it's come back town.,Center,wired,0,d7753ab0-9bf0-48bb-acd6-4b281689e17a,wired,36.77,-7.24
"Woot's deals currently get you a second-gen Apple Pencil for just $71, a price that beats the $129 Apple currently charges handsomely.",Center,cnet,1,2178a4d0-ad23-4608-8713-ec4dd15025ed,cnet,40.02,-1.39
"It's the largest supplier of liquid hydrogen in the U.S. and doing a lot for clean hydrogen, too.",Center,cnbc,0,ddefad82-a336-490e-8129-bd2cec3bcfc7,cnbc,43.82,-1.81
"The poverty, harsh conditions, and limits on personal freedom under which ordinary citizens labored completely altered her views.",Center,christian-science-monitor,1,06174c7e-7e62-4514-863a-cc98af864135,christian-science-monitor,44.22,-2.47
This combination of actions enlarged the liberal international order at the cost of generating domestic discontent and division.,Center,foreign-affairs,0,72707466-fc70-4b12-bb15-0e558fe46e3c,foreign-affairs,44.56,-6.55
"My deep dive into YouTube, surely the inheritor of the DIY magazines’ mantle, pointed to dust as the culprit.",Center,christian-science-monitor,0,d0f5d3ed-202b-4510-9d0c-a87c1a7ff0b6,christian-science-monitor,44.22,-2.47
"The iPhone 15 Pro isn't a huge departure from previous models, but it offers a big range of refinements.",Center,cnet,0,0ceedf41-1246-419d-a8a2-00f69cdccd5d,cnet,40.02,-1.39
With both a lease and PPA you sign a contract with a provider that will take on the financial and logistical burden of putting solar panels on your property.,Center,cnet,0,ee20d857-6852-4dd3-920b-bc738c9add7f,cnet,40.02,-1.39
The season is young and there is a long road ahead to the NCAA Tournament with no guarantee of success.,Center,deseret-news,0,e9efb6bb-bf4d-4694-a50e-839266e42856,deseret-news,42.29,2.55
That’s because the very same skills that are valued on the pitch are also highly desirable in the c-suite.,Center,fortune,0,11108954-c7ba-4822-bc16-7653cbc0cbb0,fortune,36.93,-2.44
"After the mysterious storm passes, the world is changed, with the entire building floating on an ethereal sea, and a new child in their midst.",Center,wired,0,31bd5e8a-150a-493c-a528-1d641a64f606,wired,36.77,-7.24
It showed a wounded and bloodied Goldberg-Polin being pushed into the bed of a truck along with a few other people who appeared wounded.,Center,poynter,1,ea91c138-b649-4899-9b7b-af449e19045e,poynter,41.75,-7.32
"A visually stunning series that blends sumptuous location shoots with cinematic effects, this is an epic fantasy that's improving with every episode.",Center,wired,1,3459c559-0669-4b3a-aff6-1452e43c604d,wired,36.77,-7.24
SB-233 cleared the state Senate in May by a 29-9 vote.,Center,cnet,0,5ad96e12-7588-43ba-991f-0124fb773abe,cnet,40.02,-1.39
The attack at about 11:45 a.m. sent police swarming onto the campus while students and professors barricaded themselves inside classrooms and dorm rooms.,Center,cnbc,0,54b87540-1e4a-4079-934c-7474d04662a0,cnbc,43.82,-1.81
"Our belief is that we are in late cycle territory, and a U.S. economic recession will materialize sometime in the first half of 2024.",Center,cnbc,1,ce21628b-efa9-400f-9d10-1977b3db6aaf,cnbc,43.82,-1.81
"None are new, and all can lead to pneumonia, as they’ve always been capable of doing.",Center,fortune,0,3e8617d1-4592-4c05-aaa3-95e09e90a188,fortune,36.93,-2.44
"On the other hand, the data indicates a sharp slowdown in home price growth out west.",Center,marketwatch,0,f0002f9b-d0fb-4d56-922a-6b30e26a7ec1,marketwatch,40.93,-3.88
"The ECB raised interest rates again, acting for the 10th consecutive time to choke inflation out of the euro zone's increasingly feeble economy.",Center,cnbc,1,d410f6e8-cd4f-49a3-8ef0-0bd7c0199b22,cnbc,43.82,-1.81
"These arrangements exemplify why we chose Microsoft as our compute and commercial partner.""",Center,cnbc,0,7f3be831-39b6-4f92-8eec-57576aaf28fa,cnbc,43.82,-1.81
"Even though virtually every major phone-maker -- from Google to Oppo to OnePlus and Samsung -- have launched their own bendable handsets, Apple has been characteristically quiet about whether there will ever be an iPhone Flip or an iPhone Fold.",Center,cnet,1,5b11a2a1-36c3-4746-9a5b-d93a1f7fde8c,cnet,40.02,-1.39
"Meanwhile, some future expenditure will be in the geopolitical interests of neighboring powers, such as Egypt and the Gulf states, who are keen to avoid the heated political climate taking hold within their own populations.",Center,cnbc,0,48e2d27f-bc02-4b00-8026-9c6889183b7e,cnbc,43.82,-1.81
This might be especially important if you plan on being around a person who's older or otherwise at higher risk of serious illness from COVID-19.,Center,cnet,0,ca58cf7a-41c8-44d2-9960-1526f6e901b4,cnet,40.02,-1.39
"After what seems like a lifetime but has only been four years of delays, the Cybertruck has finally zoomed into the automotive world and has taken many by surprise.",Center,cnbc,0,2ad452f5-731c-473d-ad94-6bb02ce19aa9,cnbc,43.82,-1.81
"The best way for a government to fight terrorist movements is to avoid killing civilians-otherwise, the cycle of victimization just breeds more terrorists.",Center,foreign-affairs,1,f2df4870-5b9b-4bdd-923d-1898b0aa095a,foreign-affairs,44.56,-6.55
"Should he push this agenda, Milei will squander his scarce political capital and alienate Argentines who agree with his pro-market economic orientation but not with his conservative views of society.",Center,foreign-affairs,1,99a17a79-a618-469f-8499-d603cf5564b5,foreign-affairs,44.56,-6.55
"That's following on 2022, when a measly $7.7 billion was raised, the worst year for IPOs in decades.",Center,cnbc,1,1d46bec4-f84c-48df-b14b-1503644c7c4c,cnbc,43.82,-1.81
"Republicans are increasingly apoplectic about the more than 40 rules Gensler has been proposing, especially now that he has begun adopting them.",Center,cnbc,1,faee91b5-4206-43ab-9388-f23d84b260ba,cnbc,43.82,-1.81
"There was a massive controversy between Magnus Carlsen and Hans Neimann where the young grandmaster from the United States defeated the world champion, and Magnus withdrew from the tournament basically doing everything but directly accusing Hans of foul play.",Center,wired,1,92c9ae7b-760e-448b-a9a7-9a41dff9825e,wired,36.77,-7.24
"The new rules, required under Biden’s signature climate law approved last year, are likely to slow consumer acceptance of electric vehicles just as Biden is trying to ramp up sales to help meet his goal to cut planet-warming greenhouse gas emissions in half by 2030.",Center,detroit-news,1,7fa467d5-5d8c-4dc8-8131-35ff9cfd5f1f,detroit-news,45.92,-2.2
But anybody who tells you that they know what pricing will do in the future is kidding themselves.,Center,cnbc,0,66c6ccd2-01b8-4b7d-9f79-5084a0a0c131,cnbc,43.82,-1.81
"And if they didn’t behave, they believed, he could take it away.",Center,quartz,1,bddc3b4e-5ed6-4ce8-9865-c1226fba9219,quartz,43.87,-4.77
"The banks figured out a thousand different ways to get so you could borrow on 100% margin, you know?",Center,cnbc,1,5f12918e-88b3-485a-a0e4-eaa8b229cf45,cnbc,43.82,-1.81
"In addition to the DreaMaker loan, Chase also offers a conventional loan, FHA loan, VA loan and jumbo loan - USDA loans and home equity lines of credit, or HELOCs, are not offered by this lender.",Center,cnbc,0,5f49a3c3-8234-42da-a300-f9eb63ccd5f6,cnbc,43.82,-1.81
"Such big-picture decisions won’t fall to me, however, or to most of the other as-yet human grunts toiling away in the content mines.",Center,poynter,1,7a16b163-cf02-4452-aaea-4b5536637921,poynter,41.75,-7.32
"Iran and Israel are enemies, given Tehran's long-time support for Hamas, the militant group that launched deadly dawn attacks on southern Israel on Oct. 7, sparking the ongoing war.",Center,cnbc,1,e47a00a9-d80d-4a58-a64e-0c177d6ec448,cnbc,43.82,-1.81
"China's export data for October were worse than expected, having fallen on a year-on-year basis every month since May.",Center,cnbc,0,c8a8abd2-b121-4aa4-b99b-b56738e7e102,cnbc,43.82,-1.81
"Nationally Determined Contributions, or NDCs, refer to individual countries' targets for cutting emissions and adapting to the effects of climate change.",Center,cnbc,0,d3099e61-b22e-40f5-9ce5-385f21c01e82,cnbc,43.82,-1.81
"But he has admitted that Nixon’s personal dislike of Indian Prime Minister Indira Gandhi, which Kissinger abetted, was also a factor.",Center,foreign-affairs,1,6015095f-e903-4116-a048-2d56cbd90161,foreign-affairs,44.56,-6.55
"ILSR A major hurdle to open access is the unrestricted control of the telecom giants, which don't like competing for market share and have no incentive to support nonprofit alternatives.",Center,cnet,1,45900049-3af3-414d-92c1-802b1bac001f,cnet,40.02,-1.39
"Fox has consistently claimed Stirewalt’s ouster there was simply because of budget cuts, and nothing to do with being a part of the team that called the state of Arizona for Biden in 2020.",Center,poynter,1,de8d5c15-a458-4fae-b400-c78f424e69da,poynter,41.75,-7.32
So what were the Romans not good at in terms of hygiene with this water technology?,Center,wired,0,08ce8549-7467-4eab-9ce6-b948f6e646cb,wired,36.77,-7.24
"He’s a hugely popular president, with one of the highest approval ratings in the region.",Center,christian-science-monitor,1,678e4678-b8f9-43b8-bd06-355e6d5aee62,christian-science-monitor,44.22,-2.47
"Actually, they mean a lot of different things, but one of my favorite things that they mean is they record the likelihood of various outcomes in a random scenario like flipping coins.",Center,wired,0,b2632090-19a0-42ed-8254-c70bcfaed0d3,wired,36.77,-7.24
"But on a curved surface like a sphere, that's totally wrong.",Center,wired,0,329810ee-1f26-4c64-980c-1e830d82a770,wired,36.77,-7.24
Gilbert: We have to acknowledge that there’s a difference between good meeting stories and most meeting stories.,Center,poynter,0,cc196f17-4330-4448-98bc-aee35f202c03,poynter,41.75,-7.32
"But by that point, Huawei was a much-diminished force, and the prospects for Chinese dominance of 5G had vanished-at least in the near term.",Center,foreign-affairs,0,96af24c7-2e94-409b-ab6b-97652ea7436e,foreign-affairs,44.56,-6.55
"Earlier this year, U.S. tech giants Apple and Meta announced mixed-reality headsets.",Center,cnbc,0,311dce1e-508f-4c20-8184-16944689f66b,cnbc,43.82,-1.81
"To many observers, Russia’s decision to invade Ukraine was, obviously, irrational.",Center,foreign-affairs,1,a8b80383-fc36-4f48-ba5d-5bf0a338e979,foreign-affairs,44.56,-6.55
"Black Friday doesn’t solve that problem, but it blunts those thorns a bit.",Center,wired,0,66f334d7-a1b3-4b8c-b724-3920a23dd9da,wired,36.77,-7.24
"Apple is not usually a major direct lobbying force but has reportedly used its considerable heft to curb right-to-repair legislation in other states, including New York.",Center,cnbc,1,f8b1f4b6-0d1c-421a-9f4b-d17d0e8b3f5f,cnbc,43.82,-1.81
But fighting has already displaced tens of thousands of Israelis from their homes in the north.,Center,christian-science-monitor,0,fda506be-e78b-4f59-b0a2-20251e6fed72,christian-science-monitor,44.22,-2.47
Why We Wrote This A story focused on Cooperation Vladimir Putin is often accused of trying to restore the old Soviet Union.,Center,christian-science-monitor,1,795eff22-2a63-4f33-b0e4-6def64bd4323,christian-science-monitor,44.22,-2.47
The clarification came shortly after Al-Jaber forcefully pushed back over reports earlier in the week that said the UAE planned to use its role as the host of the climate summit as a platform to lobby foreign government officials for oil and gas deals.,Center,cnbc,0,b9c4d9c2-03cf-40bc-88ee-3c4d53a78f9b,cnbc,43.82,-1.81
"Being in Snyder’s office, in fact, is a bit like watching one of his many stylized shockfests: The violence is so exaggerated it ends up feeling not only harmless, but fun.",Center,wired,1,0cc72f95-2c17-4062-a64a-6d9c5aa0d1c5,wired,36.77,-7.24
"It's true that you need to exercise more skepticism these days, especially for emotionally charged social media photos of provocative influencers and shocking warfare.",Center,cnet,0,074bece3-3850-4daa-8d89-cd8d5c304d74,cnet,40.02,-1.39
"Raine is a phenomenally commanding lead throughout, while Capaldi's sinister performance is one of the most chilling you’ll see on screen.",Center,wired,0,6aff3f1a-5dc3-4db0-b973-109bb185fa7e,wired,36.77,-7.24
"Have you ever stayed up really late the night before a holiday or a birthday, assembling some impossibly complicated toy that comes with indecipherable instructions?",Center,marketwatch,0,3776766c-56d2-4234-a754-c099bcd8bb57,marketwatch,40.93,-3.88
"He eagerly swipes through photos on his phone of the dream house he built in Gaza City with nine months of salary in Israel, proudly pointing out the floodlights, gypsum ceiling decor, brand-new velvet sofas, and oak-wood closets.",Center,christian-science-monitor,1,df3d7261-a67d-4146-8f42-4c00c3ff0212,christian-science-monitor,44.22,-2.47
"Access to Kashmir's border villages was once extremely limited, but 2023 has witnessed unprecedented foot traffic, and new inns and eateries have cropped up to accommodate tourists.",Center,christian-science-monitor,0,9a4fe518-27a6-4315-89ce-238dbb014f98,christian-science-monitor,44.22,-2.47
"It's now at $30, still above its initial price the victim of massive selling the past two weeks.",Center,cnbc,0,25959a82-6c1b-416c-81d9-7c64481f7283,cnbc,43.82,-1.81
"Particularly investors who had unbridled enthusiasm, as the company's 85% year-to-date gain suggested was the case here.",Center,cnbc,1,5a67ca90-8867-45f8-94e2-f9c4e3fe266c,cnbc,43.82,-1.81
"A 2022 study of invasive species removals on 1,000 islands around the world said that such efforts were 88% successful.",Center,christian-science-monitor,0,b2ec13c0-e78a-4658-9834-67debccc9c84,christian-science-monitor,44.22,-2.47
"In a story that has generated both shock and disdain, Futurism’s Maggie Harrison reports that Sports Illustrated published stories that were produced or partially produced by artificial intelligence, and that some stories had bylines of fake authors.",Center,poynter,1,f47808cf-93d5-4bab-89e4-2e94c60ddf20,poynter,41.75,-7.32
"And yes, we are the fattest country among the nations that make up The Organisation for Economic Co-operation and Development, which also is a consequence of wealth.",Center,deseret-news,1,20f31b29-df1b-41a1-bbf3-802829877ae2,deseret-news,42.29,2.55
"This, in turn, could allow big-name stars-and their AI-generated clones-to feature in multiple projects at once, pushing out emerging actors as Hollywood becomes awash with synthetic performers.",Center,wired,0,5f32cb56-72ac-445e-a20a-a586444f8d3c,wired,36.77,-7.24
"But Mr. Cooper, describing himself as a dreamer and an optimist, said he’s hopeful that advances in cellphone technology have the potential to revolutionize areas like education and health care.",Center,christian-science-monitor,0,4c8b777d-4c84-4552-a295-313fccc8bab2,christian-science-monitor,44.22,-2.47
Other kinds of automation in China today that stock analysts are watching do not even need such advanced computing power.,Center,cnbc,0,91b95631-5e49-47cc-a44e-9288358cdec4,cnbc,43.82,-1.81
Copilot will be able to create Teams chat messages and come up with tone changes.,Center,cnbc,0,58b08708-23cf-4cf3-8a2b-8d94195d7046,cnbc,43.82,-1.81
This fitness band pulls off quite some feats considering it only costs a little under £40 this Prime Day.,Center,wired,0,a4e80479-3c99-408b-b5aa-cde6bfc43ed0,wired,36.77,-7.24
"The phenomenon makes him the shiny new object of everyone's affection, a star for doing absolutely nothing.",Center,detroit-news,1,36530755-b7a2-4e47-b51e-a0007861032b,detroit-news,45.92,-2.2
"The players have the utmost respect for him, and his schemes are both sophisticated and extremely sound.",Center,baltimore-sun,0,95d6d6dd-1068-4284-a028-d52bd59a993d,baltimore-sun,44.41,-4.13
"The series is billed as a black comedy, which it definitely is, although the moments between the levity are sometimes so dark and raw that even the frothiest bits carry weight.",Center,wired,0,39611800-c5b9-4889-8282-c5bb2098c670,wired,36.77,-7.24
"But as inflation begins to fall closer to its 2% target in most major economies, there is hope that 2024 will see an ease to the eye-watering price increases experienced over the past couple of years.",Center,fortune,0,acbe2a27-e37b-4841-8939-90fe6e70cc47,fortune,36.93,-2.44
The latest round of layoffs comes in a context where big tech companies have been forced to slash costs to prove to investors they’re profitable in an age of rising inflation and higher interest rates.,Center,fortune,0,065593ab-1002-42a7-997e-952699a977eb,fortune,36.93,-2.44
"Housel added these surprise events, such as natural disasters and pandemics, tend to be all that matter in market shakeups.",Center,cnbc,0,d1f97941-a4b8-4f10-932e-85e6597c4a07,cnbc,43.82,-1.81
The IFCN does not publish fact checks and is therefore not eligible to be a signatory of its own code of principles.,Center,poynter,0,25002616-ba69-4e65-a0fc-9d43106a9c98,poynter,41.75,-7.32
"Sloppy Joe in Indiana Dear Joe: You have already taken the first step, which is admitting you have a problem with which you need help.",Center,detroit-news,1,662321fa-6a47-488f-bfaa-11c43273e821,detroit-news,45.92,-2.2
Do you avoid that pasty green stuff that spices up your sushi?,Center,deseret-news,0,15395b24-1d01-475e-a63c-4dfb37ecb289,deseret-news,42.29,2.55
"In each case, the hackers took advantage of vulnerabilities in equipment sold by Unitronics, an Israeli company.",Center,wired,0,65c015a2-2b62-4e76-b2bf-3751a55b1622,wired,36.77,-7.24
"If you go solar with Palmetto, you'll be interacting with the company throughout the design, installation and lifetime of your solar system.",Center,cnet,0,96393ab6-d9aa-41ce-be8f-82d0eb406c9f,cnet,40.02,-1.39
It has been pictured by many as perversely stubborn because of its haggling over the status of the NLF.,Center,foreign-affairs,1,e7a155d7-6cae-4ff4-9939-dffdcc4d6c4b,foreign-affairs,44.56,-6.55
"It’s just the quirky nature her brain works, and she doesn’t shy away from bringing it to the court every day.",Center,deseret-news,0,edb15eaf-2d2c-4a2d-b821-cbd0755f8b5b,deseret-news,42.29,2.55
Miller stated that most of the animals brought into AHS are abuse and neglect cases.,Center,az-central,0,5ef61538-806f-498c-b7c4-1f78afc999ae,az-central,42.22,-7.0
The mass exodus tore the Romanian soul apart - and fractured Mr. Vaida’s own identity.,Center,christian-science-monitor,1,9141705b-3c8a-4846-bd31-067b5f34f778,christian-science-monitor,44.22,-2.47
"In early 2023, his fortune was estimated at $2.3 billion - a jaw-dropping amount for many people but vastly smaller than Buffett's unfathomable fortune, which is estimated at more than $100 billion.",Center,cnbc,1,835ff27d-0e04-4ad6-8b70-1cf068f690b5,cnbc,43.82,-1.81
"He cited weaknesses in outbound logistics such as the delivery time of sold vehicles in Europe to customers, sales and marketing, and pure supply.",Center,detroit-news,0,f398e521-de57-4070-8357-2dbb0bff8c2e,detroit-news,45.92,-2.2
"Although there is no government above these countries, liberals think the international system has an order to it.",Center,foreign-affairs,1,93b75387-b978-4aec-9dd8-74a435733107,foreign-affairs,44.56,-6.55
"But even by those standards, this year’s miss was a doozie, an epic failure.",Center,deseret-news,1,896b9ca7-edbf-42ff-8120-14bcd2a902d7,deseret-news,42.29,2.55
Decommissioning work has continued since then through a trust fund paid for by Consumers Energy customers when the utility purchased the plant.,Center,detroit-news,0,9d43aea9-a5e9-4675-a83f-a08e1e3a9e3d,detroit-news,45.92,-2.2
"New Peacock Premium subscribers can sign up for the Spectrum deal on Peacock's website, but existing Peacock customers will have to cancel their current subscriptions to sign up for this offer.",Center,cnet,0,b33690e0-abe2-4b27-84d6-fedc16e52da9,cnet,40.02,-1.39
"June, he notes, became a moody month, with warm and cold spells.",Center,christian-science-monitor,0,50860521-c5ca-43da-8974-3c67e7b1759f,christian-science-monitor,44.22,-2.47
Only 38.4 percent say parents should be allowed to sue and claim damages against social media companies on behalf of children claiming they were harmed.,Center,deseret-news,0,0f104508-0845-4cb5-a565-6f559a0a0fa3,deseret-news,42.29,2.55
3 Beirut Station by Paul Vidich Lebanese American CIA agent Analise Assad joins a plot to assassinate a deadly terrorist holed up in Beirut in 2006.,Center,christian-science-monitor,0,68df6b4a-eebf-4b88-8afc-7901d4c772f3,christian-science-monitor,44.22,-2.47
CosMc is an alien from outer space who craves McDonald's food.,Center,cnbc,1,16d72b7b-9662-435d-95ac-8c0fd1c16725,cnbc,43.82,-1.81
"These contrived experiences could be created on any social media platform.""",Center,cnbc,0,0a66a13f-ddaa-4980-bcbd-465d66ee4ce8,cnbc,43.82,-1.81
"Samsung was one of the first companies to attempt changing that, nearly half a decade ago, and now in 2023, other major phone makers like Google and OnePlus are following suit.",Center,cnet,1,3cce6df7-e975-4633-b542-3e0255badf6e,cnet,40.02,-1.39
"On Sept. 26, Naver had more bad news for Korea’s fact-checkers: It was ending a dedicated section on its platform, where fact checks from the 32 media outlets, including IFCN signatory NewsToF, were systematically displayed.",Center,poynter,0,a4e9ed9e-46ed-404e-ab3e-04e195a3b86f,poynter,41.75,-7.32
"With the lagged impact of rate hikes taking effect, we can already see clear signs of data softening.",Center,cnbc,1,5e220198-b146-45fa-a06d-53a5ad9a287e,cnbc,43.82,-1.81
"In order to have your friend or loved one in awe of your gift, the item needs to be top-of-the-line, have an element of intrigue and be captivating.",Center,cnet,1,f9f4ad29-039e-4fe1-9c76-7002fbb5e744,cnet,40.02,-1.39
"With all this frothy commentary, it's worthwhile looking seeking out the opinions of the lonely minority who predict stocks will not do so well in 2024.",Center,cnbc,1,685499b3-e67f-4d2b-b1d8-f3b8d78748db,cnbc,43.82,-1.81
"But at the same time, it’s still important to provide the context from the left-behind writings that this is a right-wing white supremacist shooter, if that is the case.",Center,poynter,1,086ad8f8-6b1f-4500-ba23-3173d701413e,poynter,41.75,-7.32
"If you wish to use such content, please send your request to reprints .org .",Center,education-week,0,90751362-32b1-4901-9857-862ed684be36,education-week,43.11,-3.02
Robert navigates sadistic administrators and ruthless peers while his sister races to free him from an institution known for abusing its students - particularly its Black ones.,Center,christian-science-monitor,1,fd4456f0-4a67-41e9-b607-f36dc9f53427,christian-science-monitor,44.22,-2.47
"When the gaze of any nascent technology is focused entirely on a few personalities and institutions, things are almost guaranteed to go sideways.",Center,fortune,1,49ae39ea-3a74-4b07-87d1-23ed431b5756,fortune,36.93,-2.44
"For one thing, I’ve seen the level of alcohol consumption in some of those long-lived European countries.",Center,deseret-news,1,aade6662-48f4-40de-be4e-751a8d94ed74,deseret-news,42.29,2.55
"This lethally sharp satire from writer and debut director Juel Taylor masterfully blends genres, from the use of visual motifs and dated clichés from 1970s Blaxploitation cinema to its frequent steps into sci-fi territory and laugh-out-loud comedy.",Center,wired,0,1039eda2-efd5-46d5-9fda-18910a33c18c,wired,36.77,-7.24
"Prior to Leonard’s decision, ESPN’s Jeremy Fowler reported that belief around the league was that the Cowboys were the best fit.",Center,heavy,0,edc4a08d-5523-4d21-9444-c938831ac773,heavy,43.64,-2.71
The Bingham Miners (4-1) dominated the winless Layton Lancers (0-5) in an assertive 67-41 win.,Center,deseret-news,0,ccb1635d-3865-43d6-85cd-78ea514fec3d,deseret-news,42.29,2.55
"Extroverts wanting a look-at-me e-candy truck can buy Rivian’s $73,000 R1T.",Center,wired,1,577ecfbb-f9c3-4f0b-a021-45e516da8515,wired,36.77,-7.24
"Turning off her air conditioner is hardly an option in triple-digit temperatures, especially with young children in her apartment.",Center,christian-science-monitor,0,ced3ec7f-ae4f-4f19-9f1a-288b0d4e9663,christian-science-monitor,44.22,-2.47
"As a result, some members of Gen Z are turning to flip phones.",Center,cnbc,0,bf31dd69-8648-443d-98ea-cfbf6640d2fb,cnbc,43.82,-1.81
"Settlers’ harassment has gone on for years, but the situation has exploded in the last six weeks.",Center,christian-science-monitor,1,39d5b05d-8d11-44f4-853f-ad3c146f0c4b,christian-science-monitor,44.22,-2.47
"It is hard to be outraged by the United States’ use of hidden powers to block global terrorism, break up drug cartels, or hobble Russian President Vladimir Putin’s attempt to subjugate Ukraine.",Center,foreign-affairs,1,8e891cd6-808c-423d-be65-c98621f90e77,foreign-affairs,44.56,-6.55
"Mortgage rates moved slightly lower this week, but analysts are not expecting any major moves in the near future.",Center,cnbc,0,4b838ae0-8be6-4aec-b377-c835f55d85ef,cnbc,43.82,-1.81
"Lear, who was raised in a Jewish household and received a bar mitzvah, was deeply troubled by Coughlin's racist propaganda and screeds against the Jewish people.",Center,cnbc,1,7a07c261-50e4-428c-8efb-01a5c5355e8b,cnbc,43.82,-1.81
Young people dying by suicide has been an alarmingly frequent headline in recent years.,Center,cnbc,0,24fa98d4-3095-4547-99c7-b3568da561a8,cnbc,43.82,-1.81
"Israel’s current right-wing government also seems uninterested in creating a multiethnic state with equal rights for Israeli Jews and Palestinians, guaranteeing ongoing strife.",Center,foreign-affairs,1,4ed4bb07-97b5-43d7-b19b-bf12309c8272,foreign-affairs,44.56,-6.55
"Rosalynn attracted particular attention for the skillful way she connected with voters, nabbing their support for her husband with down-to-earth warmth.",Center,cnbc,1,283f83bc-117e-4f0c-a4a6-a39fd06c6f2e,cnbc,43.82,-1.81
"Meanwhile, Atom (Astro's Japanese name) is recast as a former peace ambassador, effectively a propaganda tool rolled out at the end of the 39th Central Asian War, still dealing with trauma from the experience.",Center,wired,1,1e3d7f16-3317-44a9-8677-7399f49b7fb0,wired,36.77,-7.24
"The slowness of this process means that even if we are experiencing the darkest days of the year, we likely are not experiencing the coldest at the same time.",Center,detroit-news,0,bdd3bc54-7a75-4101-8b57-430773d3f552,detroit-news,45.92,-2.2
Vladimir Putin is often accused of trying to restore the old Soviet Union.,Center,christian-science-monitor,1,d9ffd5cf-556f-46dd-9094-c2d8cdcb46b2,christian-science-monitor,44.22,-2.47
"As I’ve heard so often over the years, including from fact-checkers in the U.S., it’s deplorable that the shape of platforms’ disinformation programs around the world depends so much on partisan fights in Washington.",Center,poynter,1,bc11bb5f-f373-49d7-9a4d-e0b200f7d9c4,poynter,41.75,-7.32
"Still, Russia has been subjected to extraordinary sanctions by virtually all developed democracies.",Center,foreign-affairs,0,b26cf71a-8b61-43f1-b5e9-144b513f0ca0,foreign-affairs,44.56,-6.55
"We remember disturbing pictures of landfills and oil spills coating seabirds, but nothing felt particularly existentially threatening.",Center,christian-science-monitor,1,890938e4-174c-4862-a459-34a68256805b,christian-science-monitor,44.22,-2.47
"Nvidia said in an SEC filing the new U.S. restrictions would affect sales of its A100 chips and many other products to China, but did not mention Orin.",Center,cnbc,0,3c9af7af-405f-49d1-87e5-8d4514b2e5f0,cnbc,43.82,-1.81
"Authorities violently suppressed these demonstrations, but feared that independence movement leaders might forge ties with socialists and labor activists in Japan.",Center,christian-science-monitor,0,4d41a5a4-6d68-4e13-abf7-e148cc06fe18,christian-science-monitor,44.22,-2.47
"We are unable to work for or with people that lack competence, judgement and care for our mission and employees.",Center,cnbc,1,9fe13f20-3bc7-4279-9bbe-224b80b2fbf8,cnbc,43.82,-1.81
"On the right way to view geniuses like Elon Musk, Steve Jobs and even Walt Disney ""What kind of person is likely to go overboard, bite off more than they can chew, and discount risks that are blindingly obvious to others?",Center,cnbc,1,561f9a5e-05f0-4900-81a2-424e4691e5df,cnbc,43.82,-1.81
"Nor can one extrapolate from past experience, since the climate is evolving well outside of what humans have lived through.",Center,foreign-affairs,1,2c2b9201-efcb-4aa8-a41d-4b99c45e7893,foreign-affairs,44.56,-6.55
"To me, Bitcoin is the ultimate currency that is the safeguard, the life vest for everyone that wants to have an opt-out from the current system.",Center,fortune,1,0e6c9143-d710-42c8-8795-61b4768c2439,fortune,36.93,-2.44
Poles have a lot of concerns related both directly and indirectly to Russia’s war on Ukraine.,Center,christian-science-monitor,0,6657a94d-de4b-4f4c-ad19-31731a4a2ff5,christian-science-monitor,44.22,-2.47
"Ethics Chairman Michael Guest, R-Miss., had filed a resolution before the Thanksgiving break to expel Santos from Congress.",Center,cnbc,0,efb65e4b-3940-4daa-a74c-d60114ebb2ab,cnbc,43.82,-1.81
The various hazards along the way are those big green circles and then the red boxes.,Center,wired,0,3b269ef0-2d0d-4400-937a-fb83315bb06e,wired,36.77,-7.24
"It began with teasing - about how she knew how to read before everyone else - but quickly turned physical, even violent.",Center,christian-science-monitor,1,4795ffc8-8e43-43a3-a0c2-8759fd9f3310,christian-science-monitor,44.22,-2.47
This meticulously researched and wonderfully crafted biography will help change that.,Center,foreign-affairs,1,43efac64-309a-44d3-bfa5-f86987f4ebb9,foreign-affairs,44.56,-6.55
"But today, the fort attracts other types of outsiders - hundreds of thousands of travelers who come to the location, which was named a UNESCO World Heritage Site in 2013, along with five other forts in Rajasthan.",Center,cnbc,0,997c013d-2ff9-4892-9b07-419c5d5c8520,cnbc,43.82,-1.81
Sync Video to Paragraph And they're very happy to have the product.,Center,cnbc,0,0b8f9b1f-1c8d-4810-aa32-042aaaca581d,cnbc,43.82,-1.81
"In the film, as the female protagonist learns that her beau also kept the fast for her, an entire generation of future wives collectively sighed and swore to continue this unique, if archaic, tradition for the sake of their true love.",Center,christian-science-monitor,1,720f71d5-ca99-40f6-b2cd-7227080ef841,christian-science-monitor,44.22,-2.47
"Hiro goes so far as to tell Saori that Minato is, in fact, a bully.",Center,az-central,1,97e40838-8544-46d7-963e-f4d0b4f5d746,az-central,42.22,-7.0
So Washington used its interlocking empire to cut Huawei off at the knees.,Center,foreign-affairs,1,00ff1261-3e3d-4dc2-9cb2-304bba56caa0,foreign-affairs,44.56,-6.55
"But the summer of 2023 has been especially and vividly cruel around the world in ways never seen before, possibly making it an inflection point, a proverbial tipping point that forces human beings to change.",Center,christian-science-monitor,1,7e6088b9-65e0-4023-b855-9d7df0bb5c05,christian-science-monitor,44.22,-2.47
