text,label,source,reliability,bias,source_bias,date
"""This is an assault on all real people, there's no perfect people and you get into office and all of sudden political hacks come against you and start accusing you after you're in office,"" Johnson said.",0.29090909090909095,townhall,24.95,19.79,right,2017-12-15
"Mac Brown, chairman of the Republican Party of Kentucky, called on him to resign after the investigative report, which he called ""extensively sourced.""",0.21818181818181823,townhall,24.95,19.79,right,2017-12-15
"""[O]nce again find ourselves in a position where we must call for him to resign, this time, from the Kentucky General Assembly,"" Brown said in a statement.",0.21818181818181823,townhall,24.95,19.79,right,2017-12-15
Top US politician Dan Johnson kills himself following Facebook post slamming 'judge and jury fake news' after being accused of raping his daughter's 17-year-old pal,0.5818181818181819,the-sun,,,right,2017-12-15
A TOP politician killed himself after leaving a Facebook post slamming accusations that he raped his daughter's teenage friend.,0.5818181818181819,the-sun,,,right,2017-12-15
"Kentucky state representative Dan Johnson died of a single gunshot wound after stopping his car in a secluded part of Mount Washington, the coroner said.",0.43636363636363645,the-sun,,,right,2017-12-15
"Johnson, also the leader of the Heart of Fire Church, denied the accusations reported by the Kentucky Center for Investigative Reporting.",0.21818181818181823,the-sun,,,right,2017-12-15
"The story accused Johnson, a Republican who was a firm supporter of President Donald Trump, of having molested a member of his church.",0.509090909090909,the-sun,,,right,2017-12-15
The woman said she was aged 17 at the time of the alleged incident in the church basement.,0.21818181818181823,the-sun,,,right,2017-12-15
She claimed Johnson crept into the room while she was sleeping beside his daughter and groped and penetrated her against her will.,0.6545454545454544,the-sun,,,right,2017-12-15
Police had been searching for Johnson after someone read a post on his Facebook page and became concerned.,0.36363636363636365,the-sun,,,right,2017-12-15
"In the post, written on Wednesday, Johnson paid tribute to his family, saying he had suffered post-traumatic stress disorder for 16 years - ""a sickness that will take my life"".",0.5818181818181819,the-sun,,,right,2017-12-15
"He wrote: ""The accusations from NPR are false GOD and only GOD knows the truth, nothing is the way they make it out to be.",0.21818181818181823,the-sun,,,right,2017-12-15
"AMERICA will not survive this type of judge and jury fake news.""",0.509090909090909,the-sun,,,right,2017-12-15
"At a press conference on Tuesday, Johnson linked the accusations to similar allegations against the Alabama Republican Roy Moore, who was defeated in a special Senate election that day, saying they were part of a nationwide strategy to defeat conser",0.43636363636363645,the-sun,,,right,2017-12-15
"Michael Skoler, president of Louisville Public Media, which owns the Kentucky Center for Investigative Reporting, told the Washington Post everyone at the organisation is ""deeply sad.""",0.29090909090909095,the-sun,,,right,2017-12-15
"Skoler added: ""Our aim, as always, is to provide the public with fact-based, un3 reporting and hold public officials accountable for their actions.",0.14545454545454542,the-sun,,,right,2017-12-15
"""As part of our process, we reached out to Representative Johnson numerous times over the course of a seven-month investigation.",0.14545454545454542,the-sun,,,right,2017-12-15
"""He declined requests to talk about our findings.""",0.43636363636363645,the-sun,,,right,2017-12-15
Kentucky Republican Gov.,0.07272727272727271,the-sun,,,right,2017-12-15
"Matt Bevin wrote on Twitter: ""Saddened to hear of tonight's death of KY Representative Dan Johnson.",0.29090909090909095,the-sun,,,right,2017-12-15
"""My heart breaks for his family tonight ...",0.14545454545454542,the-sun,,,right,2017-12-15
"These are heavy days in Frankfort and in America ... May God indeed shed His grace on us all ... We sure need it...""",0.07272727272727271,the-sun,,,right,2017-12-15
We pay for your stories!,0.21818181818181823,the-sun,,,right,2017-12-15
Kentucky Lawmaker Shoots Himself Following Sexual Harassment Allegations,0.5818181818181819,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"The Republican politician, a father of five, had previously battled bipartisan calls to resign following allegations of sexual assault.",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"This Wednesday, Kentucky state representative Dan Johnson was found dead by a bridge in Mount Washington with a ""single gunshot wound"" to the head, according to Bullitt County Coroner Dave Billings.",0.509090909090909,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"According to Billings, the nature of the injury indicates that the lawmaker's death was a ""probable suicide"", though the results of the autopsy are still pending.",0.5818181818181819,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Kentucky police were searching for Johnson after they were made aware of a troubling, now-deleted Facebook post he had written, in which he addressed the sexual assault allegations that were made against him and said that he ""cannot handle it any lon",0.509090909090909,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"""The accusations from NPR are false GOD and only GOD knows the truth, nothing is the way they make it out to be.",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"AMERICA will not survive this type of judge and jury fake news,"" the post read.",0.7272727272727273,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"""IT Has Won This Life.",0.43636363636363645,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"BUT HEAVEN IS MY HOME.""",0.29090909090909095,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Earlier this week, the Kentucky Center for Investigative Reporting (KyCIR) released an expose on the Republican lawmaker that featured sexual assault accusations by Maranda Richmond, a female friend of Johnson's daughter.",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Richmond accused Johnson of forcing himself on her as well as groping her breasts and genitals during a New Years Eve party in 2013, when she was 17 years old.",0.5818181818181819,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"The young woman claimed that she was woken up by Johnson, who forcefully kissed her, slipped his hands under her shirt and bra and then penetrated her vagina with his fingers.",0.7272727272727273,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Following the KyCIR report, the state leaders of the Republican and Democratic parties called on Johnson to resign.",0.5818181818181819,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Acting Speaker of the Kentucky House of Representatives David Osborne described the expose as ""compelling and deeply troubling.""",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Speaking to a press conference at his church this Tuesday, Johnson denied the accusations and declared that he will not resign.",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally,"" Johnson said.",0.8,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Following his apparent suicide, KyCIR issued a statement, cited by the Washington Post, that the station was ""deeply sad"" to learn about Johnson's death.",0.6545454545454544,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"""Our Kentucky Center for Investigative Reporting released a report on Johnson this week.",0.43636363636363645,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Our aim, as always, is to provide the public with fact-based, un3 reporting and hold public officials accountable for their actions,"" the statement read.",0.509090909090909,sputnik-international-news,35.83,7.13,right-center,2017-12-15
READ MORE: Trump Should Resign Over Accusations of Sexual Misconduct - US Senator,0.5818181818181819,sputnik-international-news,35.83,7.13,right-center,2017-12-15
"Kentucky's Governor Matt Bevin tweeted that he was ""saddened to hear"" about the lawmaker's death.",0.509090909090909,sputnik-international-news,35.83,7.13,right-center,2017-12-15
Trump campaign consultant took data about millions of users without their knowledge,0.8,washington-post,38.8,-6.85,left-center,2018-03-18
"Facebook's recent suspension of Cambridge Analytica, a data analytics firm that played a key role in President Trump's 2016 campaign, highlights the rapid rise of a company that claimed it had reached new heights in marrying the art of political pers",0.509090909090909,washington-post,38.8,-6.85,left-center,2018-03-18
"Four years after the company began offering Republican political candidates the promise of groundbreaking tools for delivering political messages tailored to the psychological traits of voters, serious questions remain about its tactics and effective",0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
What is clear is that the services Cambridge Analytica offered are increasingly coveted by modern political campaigns.,0.509090909090909,washington-post,38.8,-6.85,left-center,2018-03-18
"Yet Facebook users had few indications of how their personal data was collected, refashioned and deployed on behalf of candidates.",0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
"A Cambridge University professor working for Cambridge Analytica in 2014 created an app, called Thisisyourdigitallife, that offered personality predictions and billed itself on Facebook as ""a research app used by psychologists.""",0.43636363636363645,washington-post,38.8,-6.85,left-center,2018-03-18
"The professor, a Russian American named Aleksandr Kogan, used the app to gain access to demographic information - including the names of users, their ""likes,"" friend lists, and other data.",0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
"Once obtained by Cambridge Analytica, political campaigns could use those profiles to target users with highly tailored messages, ads or fundraising requests.",0.509090909090909,washington-post,38.8,-6.85,left-center,2018-03-18
"Facebook said 270,000 people downloaded the app.",0.36363636363636365,washington-post,38.8,-6.85,left-center,2018-03-18
"But people familiar with how such systems work - including a former Cambridge Analytica employee - said the app would have given Cambridge access to information on the friends of each of those people, a number that almost certainly reached into the t",0.7272727272727273,washington-post,38.8,-6.85,left-center,2018-03-18
"The Observer of London and the New York Times reported Saturday that Cambridge Analytica had gained access to information on 50 million Facebook users, citing internal documents and interviews with former employees and associates.",0.6545454545454544,washington-post,38.8,-6.85,left-center,2018-03-18
Facebook declined to confirm or deny this number.,0.6545454545454544,washington-post,38.8,-6.85,left-center,2018-03-18
"It issued a statement noting its past actions to limit access to this kind of personal information, which, until changes were made in 2014 and 2015, was routinely available about any users who did not explicitly act to prevent the release of what ""l",0.7272727272727273,washington-post,38.8,-6.85,left-center,2018-03-18
"""In 2014, after hearing feedback from the Facebook community, we made an update to ensure that each person decides what information they want to share about themselves, including their friend list,"" the statement said.",0.6545454545454544,washington-post,38.8,-6.85,left-center,2018-03-18
"Facebook on Friday banned Kogan, the parent company of Cambridge Analytica and a former Cambridge employee for improperly sharing the data and failing to destroy it after concerns arose about it in 2015.",0.6545454545454544,washington-post,38.8,-6.85,left-center,2018-03-18
"Facebook had asked the parties back then to certify they would not abuse data, but it did not take further action beyond that warning.",0.43636363636363645,washington-post,38.8,-6.85,left-center,2018-03-18
"Despite Facebook's concerns in 2015, the social network continued to work with Cambridge Analytica.",0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
"During the presidential election, Facebook employees assisting Donald Trump's digital operation worked in the same office as Cambridge Analytica workers, according to a video by the BBC.",0.6545454545454544,washington-post,38.8,-6.85,left-center,2018-03-18
"One former Cambridge employee, Joseph Chancellor, continues to work at Facebook as a user-experience researcher, according to Facebook's public website.",0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
Some critics said Facebook's actions on Friday were an insufficient response to a far-reaching data grab that had informed the decision-making of multiple political operations.,0.5818181818181819,washington-post,38.8,-6.85,left-center,2018-03-18
Trump's campaign paid Cambridge Analytica at least $6 million for data analysis in the final five months of a close election.,0.509090909090909,washington-post,38.8,-6.85,left-center,2018-03-18
Data Firm Tied to Trump Campaign Talked Business With Russians,0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",0.8727272727272727,the-new-york-times,40.94,-7.94,left-center,2018-03-18
The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,0.6545454545454544,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",0.43636363636363645,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",0.6545454545454544,the-new-york-times,40.94,-7.94,left-center,2018-03-18
Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",0.43636363636363645,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",0.8727272727272727,the-new-york-times,40.94,-7.94,left-center,2018-03-18
The spokesman said SCL was not ultimately hired.,0.6545454545454544,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",0.5818181818181819,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"""Even though our campaign went ahead, we decided not to cooperate with SCL.",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"No contracts were signed.""",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",0.509090909090909,the-new-york-times,40.94,-7.94,left-center,2018-03-18
"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",0.6545454545454544,the-new-york-times,40.94,-7.94,left-center,2018-03-18
Senate Judiciary Dem calls on Zuckerberg to testify before committee,0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
Sen. Amy Klobuchar Amy Jean KlobucharOvernight Health Care: Trump eases rules on insurance outside ObamaCare | HHS office on religious rights gets 300 complaints in a month | GOP chair eyes opioid bill vote by Memorial Day Overnight Regulation: Trump,0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
"""Facebook breach: This is a major breach that must be investigated.",0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
It's clear these platforms can't police themselves.,0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
I've called for more transparency & accountability for online political ads.,0.43636363636363645,hill-reporter,32.56,-13.11,left-center,2018-03-18
"They say ""trust us.""",0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
"Mark Zuckerberg needs to testify before Senate Judiciary,"" Klobuchar, a member of the committee, wrote on Twitter.",0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
"Her comment came in response to the news that  Cambridge Analytica, the data firm used by the Trump campaign, obtained private information of more than 50 million people without their permission for campaign uses.",0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
It was also reported that senior members of Cambridge Analytica met with Russian business executives ahead of the 2016 campaign.,0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
Facebook suspended the group on Friday for not fully deleting all of the data it had obtained.,0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
Klobucar also said that Cambridge Analytica taking data on Facebook users is further justification for regulating technology companies via her Honest Ads Act.,0.7272727272727273,hill-reporter,32.56,-13.11,left-center,2018-03-18
"She introduced the bill in late 2017, which would hold internet platforms like Facebook to similar political ad disclosure standards as radio, TV and print outlets.",0.6545454545454544,hill-reporter,32.56,-13.11,left-center,2018-03-18
"Sen. Mark Warner Mark Robert WarnerLawmakers worry about rise of fake video technology Mueller indictment reveals sophisticated Russian manipulation effort GOP cautious, Dems strident in reaction to new indictments MORE (D-Va.) who co-sponsored the ",0.43636363636363645,hill-reporter,32.56,-13.11,left-center,2018-03-18
"""Whether it's allowing Russians to purchase political ads, or extensive micro-targeting based on ill-gotten user data, it's clear that, left unregulated, this market will continue to be prone to deception and lacking in transparency,"" he said in a s",0.43636363636363645,hill-reporter,32.56,-13.11,left-center,2018-03-18
"""This is another strong indication of the need for Congress to quickly pass the Honest Ads Act to bring transparency and accountability to online political advertisements.""",0.509090909090909,hill-reporter,32.56,-13.11,left-center,2018-03-18
"Facebook's general counsel, Colin Stretch, testified in front of the Judiciary Committee alongside top lawyers from Google and Twitter, at the end of October about Russian manipulation on its platform.",0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
"At the time, some lawmakers said that they would also like to see top executives from the firm appear before Congress.",0.36363636363636365,hill-reporter,32.56,-13.11,left-center,2018-03-18
"The social media platform has already been under increased scrutiny after it was revealed that Russian actors potentially linked to Russia spent $100,000 on political advertisements on the site during the presidential campaign.",0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
Facebook has been cooperating with investigators.,0.5818181818181819,hill-reporter,32.56,-13.11,left-center,2018-03-18
The information about the ads was handed to Congress and special counsel Robert Mueller Robert Swan MuellerSasse: US should applaud choice of Mueller to lead Russia probe MORE for their investigations into Russian interference in the election.,0.6545454545454544,hill-reporter,32.56,-13.11,left-center,2018-03-18
Trump-linked Cambridge Analytica tapped 50M Facebook profiles,0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
A data analysis firm employed by President Donald Trump's 2016 campaign tapped the Facebook profiles of more than 50 million users without their permission.,0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"The move allowed Cambridge Analytica to capitalize on the private social media activity of a large portion of the U.S. electorate, developing techniques that underpinned its work on President Trump's campaign in 2016, according to two major reports o",0.509090909090909,daily-mail,31.81,4.17,right,2018-03-18
"One of the largest data leaks in Facebook history allowed Cambridge Analytica, which had ties to Trump campaign strategist Steve Bannon, to develop techniques that formed the basis of its work on the Trump campaign, The New York Times and The Guardia",0.6545454545454544,daily-mail,31.81,4.17,right,2018-03-18
"Facebook said it has suspended Cambridge Analytica- it has also suspended University of Cambridge psychology professor Aleksandr Kogan who created the harvesting app in question; and another individual, Christopher Wylie of Eunoia Technologies (previ",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"Wylie, former Cambride Analytica worker, turned whistleblower has become a focal point in the illegitimate acquisitions of the 50million Facebook profiles and user data.",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"Wylie, who is now just 28-years-old, and arguably a tech prodigy, told the Guardian he has a paper trail of the harvested 50million-user data, along with receipts, invoices, emails and legal letters - that all support how between June and August of 2",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"Most damning of all, in 2014, he had a letter from Facebook's own lawyers admitting that Cambridge Analytica had acquired the data illegitimately.",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"By opening up his records during the time of his employment with Cambridge Analytica, he is breaking a non-disclosure agreement and risks being sued.",0.7272727272727273,daily-mail,31.81,4.17,right,2018-03-18
"Additionally, he is breaking the confidence of Steve Bannon and Robert Mercer, the CEO of Cambridge Analytica.",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"In 2014, Bannon had become a board member for Cambridge Analytica, and went on to become Trump's chief campaign strategist.",0.36363636363636365,daily-mail,31.81,4.17,right,2018-03-18
Facebook said it suspended Cambridge Analytica over allegations that it kept the improperly obtained user data after telling Facebook it had been deleted.,0.509090909090909,daily-mail,31.81,4.17,right,2018-03-18
"In a blog post, Facebook explained that Cambridge Analytica had years ago received user data from a Facebook app that purported to be a psychological research tool, though the firm was not authorized to have the information.",0.29090909090909095,daily-mail,31.81,4.17,right,2018-03-18
"Cambridge Analytica later certified in 2015 that it had destroyed the information it had received, according to Facebook, although the social network said it received reports 'several days ago' that not all the data was deleted.",0.7272727272727273,daily-mail,31.81,4.17,right,2018-03-18
Facebook says it is investigating.,0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
Cambridge Analytica denied wrongdoing in a statement.,0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"It said the parent company's SCL Elections unit hired Kogan to undertake 'a large scale research project in the U.S.,' but subsequently deleted all data it received from Kogan's company after learning that Kogan had obtained data in violation of Fac",0.5818181818181819,daily-mail,31.81,4.17,right,2018-03-18
"According to Cambridge Analytica's parent company, SCL Elections, the firm said none of Kogan's data was used in its 2016 election work for the 'avoidance of doubt.'",0.43636363636363645,daily-mail,31.81,4.17,right,2018-03-18
Kogan did not immediately reply to an emailed request for comment.,0.509090909090909,daily-mail,31.81,4.17,right,2018-03-18
Wylie could not immediately be located.,0.509090909090909,daily-mail,31.81,4.17,right,2018-03-18
"The Facebook blog post, written by deputy general counsel Paul Grewal, cited the 'public prominence' of Cambridge Analytica, called the alleged data retention an 'unacceptable violation of trust' and said the social network will take legal action if",0.509090909090909,daily-mail,31.81,4.17,right,2018-03-18
Facebook faces new calls for regulation,0.21818181818181823,rte,,,least,2018-03-18
Facebook faces new calls for regulation from within US Congress and was hit with questions about personal data safeguards after reports that a political consultant gained inappropriate access to 50 million users' data starting in 2014.,0.509090909090909,rte,,,least,2018-03-18
"Facebook disclosed the issue in a blog post on Friday, hours before media reports that conservative-leaning Cambridge Analytica, a data company known for its work on Donald Trump's 2016 presidential campaign, was given access to the data and may not ",0.6545454545454544,rte,,,least,2018-03-18
"The scrutiny presented a new threat to Facebook's reputation, which was already under attack over Russia's alleged use of Facebook tools to sway American voters before and after the 2016 US elections.",0.509090909090909,rte,,,least,2018-03-18
"""It's clear these platforms can't police themselves,"" Democratic US Senator Amy Klobuchar tweeted.",0.36363636363636365,rte,,,least,2018-03-18
"""They say 'trust us.'",0.36363636363636365,rte,,,least,2018-03-18
"Mark Zuckerberg needs to testify before Senate Judiciary,"" she added, referring to Facebook's CEO and a committee she sits on.",0.509090909090909,rte,,,least,2018-03-18
"Facebook said the root of the problem was that researchers and Cambridge Analytica lied to it and abused its policies, but critics have thrown the blame at Facebook as well, demanding answers on behalf of users and calling for new regulation.",0.509090909090909,rte,,,least,2018-03-18
"Facebook insisted the data was misused but not stolen, because users gave permission, sparking a debate about what constitutes a hack that must be disclosed to customers.",0.36363636363636365,rte,,,least,2018-03-18
"""The lid is being opened on the black box of Facebook's data practices, and the picture is not pretty,"" said Frank Pasquale, a University of Maryland law professor who has written about Silicon Valley's use of data.",0.43636363636363645,rte,,,least,2018-03-18
Pasquale said Facebook's response that data had not technically been stolen seemed to obfuscate the central issue that data was apparently used in a way contrary to the expectations of users.,0.29090909090909095,rte,,,least,2018-03-18
"Democratic US Senator Mark Warner said the episode bolstered the need for new regulations about internet advertising, describing the industry as the ""Wild West.""",0.36363636363636365,rte,,,least,2018-03-18
"""Whether it's allowing Russians to purchase political ads, or extensive micro-targeting based on ill-gotten user data, it's clear that, left unregulated, this market will continue to be prone to deception and lacking in transparency,"" he said.",0.29090909090909095,rte,,,least,2018-03-18
"With Republicans controlling the Senate's majority, though, it was not clear if Klobuchar and Warner would prevail.",0.43636363636363645,rte,,,least,2018-03-18
"The New York Times and London's Observer reported that private information from more than 50 million Facebook users improperly ended up in the hands of Cambridge Analytica, and the information has not been deleted despite Facebook's demands beginnin",0.5818181818181819,rte,,,least,2018-03-18
"Some 270,000 people allowed use of their data by a researcher, who scraped the data of all their friends as well, a move allowed by Facebook until 2015.",0.509090909090909,rte,,,least,2018-03-18
"The researcher sold the data to Cambridge, which was against Facebook rules, the newspapers said.",0.509090909090909,rte,,,least,2018-03-18
Cambridge Analytica worked on Trump's 2016 campaign.,0.29090909090909095,rte,,,least,2018-03-18
"A Trump campaign official said, though, that it used Republican data sources, not Cambridge Analytica, for its voter information.",0.509090909090909,rte,,,least,2018-03-18
"Facebook, in a series of written statements, said its policies had been broken by Cambridge Analytica and researchers and that it was exploring legal action.",0.36363636363636365,rte,,,least,2018-03-18
Cambridge Analytica in turn said it had deleted all the data and that the company supplying it had been responsible for obtaining it.,0.36363636363636365,rte,,,least,2018-03-18
Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',0.43636363636363645,telegraph,,,right-center,2018-03-18
A data analytics firm that worked with Donald Trump's election team has been suspended from Facebook amid claims it harvested 50 million profiles from the social media site.,0.36363636363636365,telegraph,,,right-center,2018-03-18
Cambridge Analytica got information from an academic who was asking Facebook users to fill out surveys via an app as it sought to develop an effective campaigning tool.,0.43636363636363645,telegraph,,,right-center,2018-03-18
"Around 270,000 Facebook users download the app but it allowed for information about hundreds of their online friends to be obtained without consent, a whistleblower claimed.",0.29090909090909095,telegraph,,,right-center,2018-03-18
"Christopher Wylie, the former research director at Cambridge Analytica, went public about the alleged behaviour after admitting regret over his involvement.",0.36363636363636365,telegraph,,,right-center,2018-03-18
"""It allowed us to move into the hearts and minds of American voters in a way that had never been done before,"" Mr Wylie told Channel 4 News.",0.43636363636363645,telegraph,,,right-center,2018-03-18
"Elizabeth Denham, the Information Commissioner, said she would be ""investigating the circumstances in which Facebook data may have been illegally acquired and used"".",0.43636363636363645,telegraph,,,right-center,2018-03-18
Maura Healey to probe Brit data firm,0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
"Massachusetts Attorney General Maura Healey is launching a probe into British-based Cambridge Analytica, a data-analysis firm that worked for President Trump's 2016 campaign, over allegations that it held onto improperly obtained user data after tell",0.29090909090909095,boston-herald,36.31,9.68,right-center,2018-03-18
"""Massachusetts residents deserve answers immediately from Facebook and Cambridge Analytica,"" Healey said in a post on Twitter yesterday.",0.29090909090909095,boston-herald,36.31,9.68,right-center,2018-03-18
"""We are launching an investigation.""",0.29090909090909095,boston-herald,36.31,9.68,right-center,2018-03-18
"Healey's office has already reached out to Facebook to determine what data was accessed, how it was used, and whether Bay State residents were impacted.",0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
Healey's announcement came hours after the social network issued a blog post explaining its decision to suspended the firm.,0.43636363636363645,boston-herald,36.31,9.68,right-center,2018-03-18
"Years ago, Facebook said, Cambridge Analytica received user data from a Facebook app that purported to be a psychological research tool, though the firm wasn't authorized to have that information.",0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
"About 270,000 people downloaded the app and shared their personal details with it, Facebook said.",0.43636363636363645,boston-herald,36.31,9.68,right-center,2018-03-18
"Cambridge Analytica later certified in 2015 that it had destroyed the information that it received, according to Facebook, although the social network said it received reports ""several days ago"" that not all of the data was deleted.",0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
"While it investigates the matter, Facebook has also suspended the access of Cambridge Analytica's parent company, Strategic Communication Laboratories; the academic who created the app in question, a University of Cambridge psychology professor named",0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
Exactly why the handling of this data warranted both suspension and Facebook's unusual public explanation of the move wasn't clear.,0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
"The blog post, written by Facebook deputy general counsel Paul Grewal, cited the ""public prominence"" of Cambridge Analytica, called the alleged data retention an ""unacceptable violation of trust"" and said the social network will take legal action if",0.5818181818181819,boston-herald,36.31,9.68,right-center,2018-03-18
"In a statement, a Cambridge Analytica spokesman denied any wrongdoing.",0.509090909090909,boston-herald,36.31,9.68,right-center,2018-03-18
"He said the parent company's SCL Elections unit hired Kogan to undertake ""a large-scale research project in the U.S.,"" but later learned that he had obtained data in violation of Facebook policies, and subsequently deleted all data it received from ",0.5818181818181819,boston-herald,36.31,9.68,right-center,2018-03-18
"For the ""avoidance of doubt,"" the spokesman said, none of Kogan's data was used in Cambridge Analytica's 2016 election work.",0.43636363636363645,boston-herald,36.31,9.68,right-center,2018-03-18
Kogan did not immediately reply to an emailed request for comment.,0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
Wylie could not immediately be located.,0.36363636363636365,boston-herald,36.31,9.68,right-center,2018-03-18
Cambridge Analytica CEO Alexander Nix also disclosed in November that the company reached out to WikiLeaks founder Julian Assange during the campaign to request emails related to the Hillary Clinton campaign.,0.29090909090909095,boston-herald,36.31,9.68,right-center,2018-03-18
